From from From
: : :
rcb rcb rcb
5 5 5
@ @ @
wsinfo wsinfo wsinfo
03 03 03
. . .
win win win
. . .
tue tue tue
. . .
nl nl nl
( ( (
Richard richard Richard
Verhoeven verhoeven Verhoeven
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Forcing forc Forcing
a a a
window window window
manager manag manager
to to to
accept accept accept
specific specif specific
coordinates coordin coordinate
for for for
a a a
window window window
Organization organ Organization
: : :
Eindhoven eindhoven Eindhoven
University univers University
of of of
Technology technolog Technology
, , ,
The the The
Netherlands netherland Netherlands
Lines line Lines
: : :
38 38 38
Distribution distribut Distribution
: : :
world world world
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
wsinfo wsinfo wsinfo
03 03 03
. . .
win win win
. . .
tue tue tue
. . .
nl nl nl
bading bade bading
@ @ @
cs cs c
. . .
tu tu tu
- - -
berlin berlin berlin
. . .
de de de
( ( (
Tobias tobia Tobias
' ' '
Doping dope Doping
' ' '
Bading bade Bading
) ) )
writes write write
: : :
> > >
> > >
try tri try
this this this
after after after
XCreateWindow xcreatewindow XCreateWindow
: : :
> > >
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
> > >
. . .
. . .
. . .
> > >
> > >
xsizehints xsizehint xsizehints
- - -
> > >
flags flag flag
= = =
USPosition usposit USPosition
| | |
USSize ussiz USSize
; ; ;
/ / /
* * *
or or or
= = =
PPosition pposit PPosition
| | |
PSize psize PSize
* * *
/ / /
> > >
. . .
. . .
. . .
> > >
XSetWMNormalHints xsetwmnormalhint XSetWMNormalHints
( ( (
display display display
, , ,
window window window
, , ,
xsizehints xsizehint xsizehints
) ) )
; ; ;
> > >
. . .
. . .
. . .
> > >
> > >
These these These
hints hint hint
tell tell tell
the the the
window window window
manager manag manager
that that that
the the the
position posit position
and and and
size size size
of of of
the the the
window window window
> > >
are are be
specified specifi specify
by by by
the the the
users user user
and and and
that that that
the the the
window window window
manager manag manager
should should should
accept accept accept
these these these
> > >
values valu value
. . .
If if If
you you you
use use use
xsizehints xsizehint xsizehints
- - -
> > >
flags flag flag
= = =
PPosition pposit PPosition
| | |
PSize psize PSize
, , ,
this this this
tells tell tell
the the the
window window window
> > >
manager manag manager
that that that
the the the
values valu value
are are be
prefered prefer prefered
values valu value
of of of
the the the
program program program
, , ,
not not not
the the the
user user user
. . .
> > >
I i I
don don don
' ' '
t t t
know know know
a a a
window window window
manager manag manager
that that that
doesn doesn doesn
' ' '
t t t
place place place
the the the
window window window
like like like
you you you
prefer prefer prefer
> > >
if if if
you you you
specify specifi specify
the the the
position posit position
and and and
size size size
like like like
above abov above
. . .
Sorry sorri Sorry
, , ,
but but but
olwm olwm olwm
and and and
tvtwm tvtwm tvtwm
don don don
' ' '
t t t
do do do
it it it
. . .
They they They
place place place
the the the
title titl title
at at at
that that that
position posit position
and and and
the the the
window window window
at at at
a a a
position posit position
below below below
it it it
. . .
This this This
becomes becom become
a a a
problem problem problem
when when when
you you you
want want want
a a a
program program program
to to to
be be be
able abl able
to to to
save save save
its it it
current current current
configuration configur configuration
and and and
restore restor restore
is is be
later later later
. . .
Currently current Currently
, , ,
my my my
solution solut solution
is is be
: : :
XCreateWindow xcreatewindow XCreateWindow
( ( (
. . .
. . .
. . .
) ) )
; ; ;
XSetWMProperties xsetwmproperti XSetWMProperties
( ( (
. . .
. . .
) ) )
; ; ;
XMapWindow xmapwindow XMapWindow
( ( (
. . .
. . .
. . .
) ) )
; ; ;
XFlush xflush XFlush
( ( (
. . .
. . .
. . .
) ) )
; ; ;
XMoveWindow xmovewindow XMoveWindow
( ( (
. . .
. . .
. . .
) ) )
; ; ;
It it It
works work work
with with with
olwm olwm olwm
, , ,
but but but
is is be
less less less
than than than
elegant eleg elegant
. . .
All all All
this this this
leaves leav leave
me me me
wondering wonder wonder
if if if
I i I
' ' '
m m m
overlooking overlook overlook
something someth something
obvious obvious obvious
. . .
Richard richard Richard
. . .
