From from From
: : :
nmm nmm nmm
1 1 1
@ @ @
cus cus cu
. . .
cam cam cam
. . .
ac ac ac
. . .
uk uk uk
( ( (
Nick nick Nick
Maclaren maclaren Maclaren
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Key key Key
definitions definit definition
in in in
Emacs emac Emacs
+ + +
X x X
Organization organ Organization
: : :
U u U
of of of
Cambridge cambridg Cambridge
, , ,
England england England
Lines line Lines
: : :
28 28 28
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
apus apus apus
. . .
cus cus cu
. . .
cam cam cam
. . .
ac ac ac
. . .
uk uk uk
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
16 16 16
. . .
183525 183525 183525
. . .
25197 25197 25197
@ @ @
midway midway midway
. . .
uchicago uchicago uchicago
. . .
edu edu edu
> > >
ajaffe ajaff ajaffe
@ @ @
oddjob oddjob oddjob
. . .
uchicago uchicago uchicago
. . .
edu edu edu
( ( (
Andrew andrew Andrew
Jaffe jaff Jaffe
) ) )
writes write write
: : :
> > >
I i I
use use use
Emacs emac Emacs
and and and
I i I
want want want
to to to
customize custom customize
my my my
keyboard keyboard keyboard
better better well
. . .
> > >
When when When
I i I
set set set
up up up
stuff stuff stuff
in in in
my my my
. . .
emacs emac emacs
with with with
a a a
keymap keymap keymap
and and and
define defin define
- - -
keys key key
, , ,
> > >
I i I
can can can
only onli only
access access access
certain certain certain
of of of
the the the
keys key key
on on on
my my my
X x X
- - -
Terminal termin Terminal
' ' '
s s s
> > >
keyboard keyboard keyboard
. . .
I i I
can can can
' ' '
t t t
get get get
e e e
. . .
g g g
. . .
F f F
10 10 10
, , ,
Home home Home
, , ,
End end End
, , ,
PgUp pgup PgUp
, , ,
PgDn pgdn PgDn
; ; ;
they they they
all all all
> > >
seem seem seem
to to to
have have have
either either either
the the the
same same same
or or or
no no no
keycode keycod keycode
. . .
I i I
have have have
a a a
feeling feel feeling
> > >
this this this
can can can
' ' '
t t t
be be be
fixed fix fix
in in in
emacs emac emacs
itself itself itself
, , ,
but but but
that that that
I i I
need need need
to to to
do do do
some some some
> > >
xmodmap xmodmap xmodmap
stuff stuff stuff
. . .
Can can Can
someone someon someone
help help help
me me me
? ? ?
It it It
is is be
actually actual actually
worse wors bad
than than than
you you you
think think think
. . .
I i I
have have have
the the the
same same same
problem problem problem
, , ,
and and and
have have have
given given give
up up up
. . .
Emacs emac Emacs
has has have
an an an
internal intern internal
table tabl table
( ( (
somewhere somewher somewhere
! ! !
) ) )
which which which
defines defin define
what what what
keys key key
it it it
will will will
accept accept accept
, , ,
and and and
this this this
table tabl table
is is be
system system system
- - -
dependent depend dependent
. . .
I i I
use use use
a a a
Sun sun Sun
from from from
my my my
HP hp HP
, , ,
and and and
cannot cannot cannot
get get get
' ' '
shift shift shift
PageUp pageup PageUp
' ' '
to to to
work work work
- - -
xmodmap xmodmap xmodmap
is is be
not not not
sufficient suffici sufficient
, , ,
or or or
at at at
least least least
I i I
haven haven haven
' ' '
t t t
worked work work
out out out
how how how
to to to
make make make
it it it
work work work
. . .
However howev However
, , ,
I i I
CAN can CAN
get get get
ordinary ordinari ordinary
' ' '
PageUp pageup PageUp
' ' '
and and and
' ' '
shift shift shift
CursorRight cursorright CursorRight
' ' '
to to to
work work work
, , ,
and and and
I i I
do do do
some some some
customised customis customise
things thing thing
with with with
them them them
. . .
Note note Note
that that that
the the the
Emacs emac Emacs
on on on
my my my
HP hp HP
has has have
no no no
problem problem problem
, , ,
and and and
I i I
am am be
using use use
exactly exact exactly
the the the
same same same
xmodmap xmodmap xmodmap
and and and
Emacs emac Emacs
configuration configur configuration
. . .
Nick nick Nick
Maclaren maclaren Maclaren
University univers University
of of of
Cambridge cambridg Cambridge
Computer comput Computer
Laboratory laboratori Laboratory
, , ,
New new New
Museums museum Museums
Site site Site
, , ,
Pembroke pembrok Pembroke
Street street Street
, , ,
Cambridge cambridg Cambridge
CB cb CB
2 2 2
3 3 3
QG qg QG
, , ,
England england England
. . .
Email email Email
: : :
nmm nmm nmm
1 1 1
@ @ @
cus cus cu
. . .
cam cam cam
. . .
ac ac ac
. . .
uk uk uk
Tel tel Tel
. . .
: : :
+ + +
44 44 44
223 223 223
334761 334761 334761
Fax fax Fax
: : :
+ + +
44 44 44
223 223 223
334679 334679 334679
