From from From
: : :
pminocha pminocha pminocha
@ @ @
frx frx frx
400 400 400
. . .
intel intel intel
. . .
com com com
( ( (
Punit punit Punit
Minocha minocha Minocha
- - -
QRE qre QRE
) ) )
Subject subject Subject
: : :
SAAB saab SAAB
Mailing mail Mailing
list list list
Organization organ Organization
: : :
Intel intel Intel
Corporation corpor Corporation
Lines line Lines
: : :
9 9 9
Distribution distribut Distribution
: : :
usa usa usa
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
frx frx frx
400 400 400
. . .
intel intel intel
. . .
com com com
Keywords keyword Keywords
: : :
Saab saab Saab
Could could Could
someone someon someone
out out out
there there there
please pleas please
tell tell tell
me me me
how how how
I i I
could could could
get get get
onto onto onto
the the the
Saab saab Saab
mailing mail mailing
list list list
. . .
Specifically specif Specifically
I i I
need need need
the the the
address address address
and and and
instructions instruct instruction
on on on
what what what
to to to
do do do
. . .
Thanks thank Thanks
in in in
advance advanc advance
Pete pete Pete
