From from From
: : :
bob bob bob
1 1 1
@ @ @
cos cos co
. . .
com com com
( ( (
Bob bob Bob
Blackshaw blackshaw Blackshaw
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Too too Too
fast fast fast
Organization organ Organization
: : :
Corporation corpor Corporation
for for for
Open open Open
Systems system Systems
Distribution distribut Distribution
: : :
world world world
Lines line Lines
: : :
35 35 35
In in In
< < <
1993 1993 1993
Apr apr Apr
14 14 14
. . .
045526 045526 045526
. . .
21945 21945 21945
@ @ @
cactus cactus cactus
. . .
org org org
> > >
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1 1 1
qg qg qg
19 19 19
v v v
$ $ $
5 5 5
ju ju ju
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
> > >
mhartman mhartman mhartman
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
( ( (
Mark mark Mark
Hartman hartman Hartman
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
I i I
don don don
' ' '
t t t
know know know
why whi why
you you you
are are be
complaining complain complain
about about about
130 130 130
. . .
Alot alot Alot
of of of
us us u
have have have
cars car car
that that that
> > >
> > >
can can can
easily easili easily
top top top
that that that
. . .
Most most Most
that that that
go go go
130 130 130
are are be
built built build
to to to
do do do
it it it
also also also
and and and
can can can
handle handl handle
> > >
> > >
the the the
speed speed speed
. . .
Why whi Why
complain complain complain
and and and
just just just
join join join
in in in
on on on
the the the
fast fast fast
fun fun fun
? ? ?
Can can Can
I i I
ask ask ask
. . .
> > >
> > >
Have have Have
any ani any
of of of
you you you
been been be
at at at
the the the
speed speed speed
of of of
130 130 130
? ? ?
Its it Its
a a a
rush rush rush
. . .
> > >
Driving drive Driving
130 130 130
in in in
a a a
straight straight straight
line line line
is is be
fine fine fine
, , ,
you you you
very veri very
soon soon soon
become becom become
aclimated aclim aclimated
> > >
to to to
it it it
. . .
It it It
' ' '
s s s
only onli only
a a a
rush rush rush
when when when
there there there
are are be
corners corner corner
that that that
you you you
don don don
' ' '
t t t
> > >
think think think
you you you
can can can
make make make
. . .
> > >
On on On
a a a
clear clear clear
autobahn autobahn autobahn
, , ,
130 130 130
is is be
nothing noth nothing
. . .
In in In
the the the
U u U
. . .
S s S
. . .
99 99 99
% % %
of of of
people peopl people
and and and
> > >
all all all
judges judg judge
would would would
label label label
you you you
insane insan insane
and and and
it it it
is is be
difficult difficult difficult
to to to
persuade persuad persuade
> > >
people peopl people
otherwise otherwis otherwise
. . .
Sure sure Sure
, , ,
but but but
the the the
surface surfac surface
condition condit condition
of of of
most most most
good good good
autobahns autobahn autobahn
is is be
far far far
better better good
than than than
most most most
of of of
the the the
roads road road
here here here
. . .
A a A
dip dip dip
in in in
the the the
asphalt asphalt asphalt
that that that
you you you
test test test
your your your
shocks shock shock
on on on
at at at
60 60 60
will will will
kill kill kill
you you you
at at at
130 130 130
. . .
Don don Don
' ' '
t t t
get get get
me me me
wrong wrong wrong
, , ,
I i I
love love love
to to to
drive drive drive
quickly quick quickly
and and and
they they they
say say say
my my my
Probe probe Probe
will will will
do do do
130 130 130
, , ,
but but but
that that that
' ' '
s s s
30 30 30
more more more
than than than
I i I
' ' '
ve ve ve
ever ever ever
tried tri try
in in in
it it it
cause caus cause
there there there
isn isn isn
' ' '
t t t
a a a
decent decent decent
enough enough enough
piece piec piece
of of of
road road road
hereabouts hereabout hereabouts
. . .
> > >
Craig craig Craig
> > >
> > >
> > >
> > >
- - -
- - -
> > >
> > >
Mark mark Mark
Hartman hartman Hartman
mhartman mhartman mhartman
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
> > >
> > >
Kalamazoo kalamazoo Kalamazoo
, , ,
MI mi MI
bk bk bk
405 405 405
@ @ @
cleveland cleveland cleveland
. . .
freenet freenet freenet
. . .
edu edu edu
> > >
> > >
" " "
I i I
' ' '
m m m
naked nake naked
in in in
the the the
school school school
! ! !
" " "
- - -
Sleepyhead sleepyhead Sleepyhead
- - -
> > >
> > >
Bob bob Bob
