From from From
: : :
Steve steve Steve
. . .
Green green Green
@ @ @
its it it
. . .
csiro csiro csiro
. . .
au au au
( ( (
Steve steve Steve
Green green Green
) ) )
Subject subject Subject
: : :
Any ani Any
Subaru subaru Subaru
Liberty liberti Liberty
owners owner owner
out out out
there there there
? ? ?
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
toyland toyland toyland
. . .
Steve steve Steve
. . .
Green green Green
- - -
060493151309 060493151309 060493151309
Organization organ Organization
: : :
ITS it ITS
Branch branch Branch
, , ,
CSIRO csiro CSIRO
, , ,
Australia australia Australia
Lines line Lines
: : :
16 16 16
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
toyland toyland toyland
. . .
its it it
. . .
csiro csiro csiro
. . .
au au au
I i I
' ' '
ve ve ve
had had have
my my my
Subaru subaru Subaru
Liberty liberti Liberty
4 4 4
WD wd WD
station station station
wagon wagon wagon
for for for
about about about
8 8 8
months month month
now now now
. . .
Saying say Saying
I i I
' ' '
m m m
happy happi happy
with with with
it it it
would would would
be be be
an an an
understatement understat understatement
! ! !
Just just Just
great great great
. . .
Well well Well
built built built
, , ,
handles handl handle
beautifully beauti beautifully
, , ,
plenty plenti plenty
of of of
power power power
. . .
I i I
' ' '
ve ve ve
only onli only
had had have
if if if
' ' '
off off off
tar tar tar
' ' '
once onc once
. . .
Did did Did
a a a
trip trip trip
over over over
the the the
mountains mountain mountain
on on on
a a a
narrow narrow narrow
, , ,
windy windi windy
dirt dirt dirt
road road road
, , ,
often often often
_ _ _
very veri very
dodgey dodgey dodgey
_ _ _
in in in
parts part part
. . .
The the The
Subaru subaru Subaru
did did do
it it it
with with with
ease eas ease
. . .
I i I
havent havent havent
had had have
so so so
much much much
fun fun fun
driving drive drive
a a a
car car car
for for for
years year year
! ! !
Any ani Any
other other other
owners owner owner
out out out
there there there
? ? ?
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
Steve steve Steve
Green green Green
* * *
" " "
Hey hey Hey
Rocky rocki Rocky
, , ,
watch watch watch
me me me
pull pull pull
a a a
rabbit rabbit rabbit
outa outa outa
' ' '
my my my
hat hat hat
! ! !
" " "
* * *
* * *
Comms comm Comms
Group group Group
* * *
" " "
That that That
trick trick trick
never never never
works work work
" " "
* * *
* * *
ITS it ITS
Branch branch Branch
* * *
" " "
Nothin nothin Nothin
' ' '
up up up
my my my
sleeve sleev sleeve
- - -
PRESTO presto PRESTO
! ! !
" " "
* * *
* * *
CSIRO csiro CSIRO
Australia australia Australia
* * *
" " "
No no No
doubt doubt doubt
about about about
it it it
- - -
I i I
gotta gotta gotta
get get get
another anoth another
hat hat hat
" " "
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
