From from From
: : :
rwf rwf rwf
2 2 2
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
( ( (
ROBERT robert ROBERT
WILLIAM william WILLIAM
FUSI fusi FUSI
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Most most Most
bang bang bang
for for for
$ $ $
13 13 13
k k k
Organization organ Organization
: : :
Lehigh lehigh Lehigh
University univers University
Lines line Lines
: : :
41 41 41
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
17 17 17
. . .
014638 014638 014638
. . .
56998 56998 56998
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
> > >
, , ,
rwf rwf rwf
2 2 2
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
( ( (
R r R
OBERT obert OBERT
WILLIAM william WILLIAM
FUSI fusi FUSI
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
23056 23056 23056
. . .
74 74 74
. . .
uupcb uupcb uupcb
@ @ @
cutting cut cutting
. . .
hou hou hou
. . .
tx tx tx
. . .
us us u
> > >
, , ,
david david david
. . .
bonds bond bond
@ @ @
cutting cut cut
. . .
hou hou hou
. . .
tx tx tx
. . .
us us u
( ( (
D d D
a a a
> > >
vid vid vid
Bonds bond Bonds
) ) )
writes write write
: : :
> > >
> > >
In in In
rec rec rec
. . .
autos auto auto
, , ,
CPKJP cpkjp CPKJP
@ @ @
vm vm vm
. . .
cc cc cc
. . .
latech latech latech
. . .
edu edu edu
( ( (
Kevin kevin Kevin
Parker parker Parker
) ) )
writes write write
: : :
> > >
> > >
I i I
' ' '
d d d
like like like
to to to
get get get
some some some
feedback feedback feedback
on on on
a a a
car car car
with with with
most most most
bang bang bang
for for for
the the the
buck buck buck
in in in
the the the
> > >
> > >
$ $ $
13000 13000 13000
to to to
16 16 16
, , ,
000 000 000
price price price
range rang range
. . .
I i I
' ' '
m m m
looking look look
for for for
a a a
car car car
with with with
enough enough enough
civility civil civility
to to to
b b b
e e e
> > >
> > >
driven driven driven
every everi every
day day day
, , ,
or or or
even even even
on on on
long long long
