From from From
: : :
bowmanj bowmanj bowmanj
@ @ @
csn csn csn
. . .
org org org
( ( (
Jerry jerri Jerry
Bowman bowman Bowman
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Old old Old
Corvettes corvett Corvettes
/ / /
Low low Low
insurance insur insurance
? ? ?
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
fred fred fred
. . .
colorado colorado colorado
. . .
edu edu edu
Organization organ Organization
: : :
University univers University
of of of
Colorado colorado Colorado
Boulder boulder Boulder
, , ,
OCS oc OCS
Lines line Lines
: : :
52 52 52
In in In
article articl article
< < <
C c C
5 5 5
J j J
5 5 5
MI mi MI
. . .
FMI fmi FMI
@ @ @
news news news
. . .
rich rich rich
. . .
bnr bnr bnr
. . .
ca ca ca
> > >
Peon peon Peon
w w w
/ / /
o o o
Email email Email
( ( (
Eric eric Eric
Youngblood youngblood Youngblood
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
15 15 15
. . .
011805 011805 011805
. . .
28485 28485 28485
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
> > >
, , ,
swr swr swr
2 2 2
@ @ @
ns ns ns
1 1 1
. . .
cc cc cc
. . .
lehigh lehigh lehigh
. . .
edu edu edu
( ( (
SCOTT scott SCOTT
WARREN warren WARREN
ROSANDER rosand ROSANDER
) ) )
writes write write
: : :
> > >
| | |
> > >
In in In
article articl article
< < <
C c C
5 5 5
Csux csux Csux
. . .
Fn fn Fn
1 1 1
@ @ @
news news news
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
> > >
, , ,
gdhg gdhg gdhg
8823 8823 8823
@ @ @
uxa uxa uxa
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
George georg George
Hei hei Hei
> > >
| | |
> > >
nz nz nz
) ) )
writes write write
: : :
> > >
| | |
> > >
> > >
After after After
too too too
many mani many
years year year
of of of
school school school
I i I
' ' '
m m m
finally final finally
graduating graduat graduate
and and and
getting get get
a a a
real real real
> > >
| | |
> > >
> > >
job job job
. . .
Of of Of
course cours course
I i I
am am be
trying tri try
to to to
make make make
plans plan plan
of of of
how how how
to to to
spend spend spend
all all all
this this this
extra extra extra
> > >
| | |
> > >
> > >
money money money
. . .
Right right Right
now now now
I i I
have have have
an an an
89 89 89
accord accord accord
, , ,
a a a
good good good
car car car
, , ,
but but but
not not not
real real real
sporty sporti sporty
& & &
> > >
| | |
> > >
> > >
I i I
was was be
thinking think think
of of of
selling sell sell
it it it
in in in
about about about
two two two
years year year
and and and
dropping drop drop
around around around
> > >
| | |
> > >
> > >
$ $ $
20 20 20
k k k
on on on
a a a
sports sport sport
car car car
of of of
some some some
kind kind kind
. . .
After after After
thinking think think
about about about
it it it
, , ,
I i I
may may may
have have have
a a a
> > >
| | |
> > >
> > >
better better well
idea idea idea
- - -
- - -
I i I
' ' '
ll ll ll
keep keep keep
the the the
Accord accord Accord
until until until
it it it
drops drop drop
and and and
buy buy buy
the the the
car car car
I i I
' ' '
ve ve ve
> > >
| | |
> > >
> > >
always alway always
wanted want want
- - -
- - -
a a a
Corvette corvett Corvette
Stingray stingray Stingray
. . .
My my My
reasoning reason reasoning
is is be
that that that
$ $ $
8000 8000 8000
( ( (
accord accord accord
) ) )
+ + +
> > >
| | |
> > >
> > >
$ $ $
8000 8000 8000
( ( (
corvette corvett corvette
) ) )
= = =
$ $ $
16000 16000 16000
is is be
less less less
than than than
what what what
I i I
would would would
spend spend spend
anyway anyway anyway
. . .
> > >
| | |
> > >
> > >
> > >
| | |
> > >
> > >
Basically basic Basically
, , ,
I i I
' ' '
m m m
thinking think thinking
of of of
a a a
late late late
70 70 70
' ' '
s s s
, , ,
early earli early
80 80 80
' ' '
s s s
for for for
around around around
$ $ $
7 7 7
- - -
$ $ $
10 10 10
k k k
. . .
> > >
| | |
> > >
> > >
My my My
question question question
is is be
, , ,
what what what
are are be
good good good
years year year
to to to
consider consid consider
( ( (
for for for
reliability reliabl reliability
, , ,
looks look look
, , ,
> > >
| | |
> > >
> > >
horsepower horsepow horsepower
- - -
- - -
in in in
that that that
order order order
, , ,
believe believ believe
it it it
or or or
not not not
, , ,
horsepower horsepow horsepower
is is be
not not not
a a a
main main main
> > >
| | |
> > >
> > >
concern concern concern
, , ,
if if if
I i I
want want want
to to to
go go go
fast fast fast
, , ,
I i I
get get get
on on on
my my my
motorcycle motorcycl motorcycle
) ) )
and and and
what what what
are are be
> > >
| | |
> > >
> > >
good good good
prices price price
? ? ?
> > >
| | |
> > >
> > >
> > >
| | |
> > >
> > >
Also also Also
, , ,
what what what
would would would
insurance insur insurance
look look look
like like like
? ? ?
I i I
' ' '
m m m
male male male
, , ,
single singl single
, , ,
23 23 23
( ( (
I i I
might might might
> > >
| | |
> > >
> > >
wait wait wait
until until until
I i I
' ' '
m m m
25 25 25
to to to
get get get
the the the
car car car
= = =
lower lower low
insurance insur insurance
) ) )
. . .
Would would Would
the the the
fact fact fact
that that that
> > >
| | |
> > >
> > >
I i I
mainly main mainly
drive drive drive
the the the
other other other
car car car
lower lower lower
it it it
? ? ?
Is is Is
there there there
some some some
type type type
of of of
" " "
classic classic classic
> > >
| | |
> > >
> > >
car car car
" " "
or or or
" " "
rarely rare rarely
driven driven driven
" " "
insurance insur insurance
class class class
for for for
driving drive drive
it it it
under under under
10 10 10
k k k
miles mile mile
> > >
| | |
> > >
> > >
per per per
year year year
? ? ?
> > >
| | |
> > >
> > >
> > >
| | |
> > >
My my My
dad dad dad
has has have
a a a
66 66 66
vette vett vette
and and and
its it it
on on on
what what what
you you you
say say say
' ' '
classic classic classic
insurance insur insurance
' ' '
. . .
> > >
| | |
> > >
Basically basic Basically
what what what
that that that
means mean mean
is is be
that that that
it it it
has has have
restricted restrict restrict
amount amount amount
of of of
driving drive drive
> > >
| | |
> > >
time time time
, , ,
which which which
basically basic basically
means mean mean
it it it
cant cant cant
be be be
used use use
as as a
an an an
every everi every
day day day
car car car
and and and
would would would
> > >
| | |
> > >
probably probabl probably
suit suit suit
your your your
needs need need
for for for
limited limit limited
mileage mileag mileage
. . .
> > >
| | |
> > >
- - -
- - -
> > >
In in In
my my my
area area area
, , ,
Denver denver Denver
, , ,
if if if
you you you
look look look
around around around
alittle alittl alittle
you you you
can can can
get get get
an an an
1984 1984 1984
for for for
10 10 10
, , ,
000 000 000
or or or
less less less
, , ,
not not not
much much much
less less less
. . .
You you You
said said say
your your your
not not not
looking look look
to to to
go go go
fast fast fast
, , ,
they they they
are are be
a a a
really realli really
nice nice nice
car car car
just just just
not not not
real real real
powerful power powerful
. . .
> > >
> > >
In in In
addition addit addition
to to to
restricted restrict restrict
mileage mileag mileage
, , ,
many mani many
classic classic classic
insurance insur insurance
carriers carrier carrier
also also also
require requir require
> > >
that that that
the the the
vehicle vehicl vehicle
be be be
garaged garag garage
when when when
not not not
in in in
use use use
. . .
> > >
> > >
$ $ $
0 0 0
. . .
02 02 02
> > >
> > >
Ericy erici Ericy
> > >
> > >
> > >
* * *
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
* * *
> > >
| | |
Eric eric Eric
Youngblood youngblood Youngblood
| | |
> > >
| | |
Bell bell Bell
- - -
Northern northern Northern
Research research Research
_ _ _
| | |
> > >
| | |
Richardson richardson Richardson
, , ,
Texas texa Texas
75082 75082 75082
_ _ _
| | |
~ ~ ~
- - -
| | |
> > >
| | |
\ \ \
, , ,
_ _ _
} } }
| | |
> > >
| | |
\ \ \
( ( (
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
| | |
> > >
| | |
| | |
Peon peon Peon
w w w
/ / /
o o o
Email email Email
privs priv privs
| | |
> > >
* * *
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
+ + +
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
* * *
