From from From
: : :
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Too too Too
fast fast fast
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
cactus cactus cactus
. . .
1993 1993 1993
Apr apr Apr
15 15 15
. . .
222638 222638 222638
. . .
22817 22817 22817
Distribution distribut Distribution
: : :
world world world
Organization organ Organization
: : :
Capital capit Capital
Area area Area
Central central Central
Texas texa Texas
UNIX unix UNIX
Society societi Society
, , ,
Austin austin Austin
, , ,
Tx tx Tx
Lines line Lines
: : :
51 51 51
In in In
article articl article
< < <
bob bob bob
1 1 1
. . .
734909414 734909414 734909414
@ @ @
cos cos co
> > >
bob bob bob
1 1 1
@ @ @
cos cos co
. . .
com com com
( ( (
Bob bob Bob
Blackshaw blackshaw Blackshaw
) ) )
writes write write
: : :
> > >
In in In
< < <
1993 1993 1993
Apr apr Apr
14 14 14
. . .
045526 045526 045526
. . .
21945 21945 21945
@ @ @
cactus cactus cactus
. . .
org org org
> > >
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
writes write write
: : :
> > >
> > >
> > >
In in In
article articl article
< < <
1 1 1
qg qg qg
19 19 19
v v v
$ $ $
5 5 5
ju ju ju
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
> > >
mhartman mhartman mhartman
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
( ( (
Mark mark Mark
Hartman hartman Hartman
) ) )
writes write write
: : :
> > >
> > >
Driving drive Driving
130 130 130
in in in
a a a
straight straight straight
line line line
is is be
fine fine fine
, , ,
you you you
very veri very
soon soon soon
become becom become
aclimated aclim aclimated
> > >
> > >
to to to
it it it
. . .
It it It
' ' '
s s s
only onli only
a a a
rush rush rush
when when when
there there there
are are be
corners corner corner
that that that
you you you
don don don
' ' '
t t t
> > >
> > >
think think think
you you you
can can can
make make make
. . .
> > >
> > >
> > >
On on On
a a a
clear clear clear
autobahn autobahn autobahn
, , ,
130 130 130
is is be
nothing noth nothing
. . .
In in In
the the the
U u U
. . .
S s S
. . .
99 99 99
% % %
of of of
people peopl people
and and and
> > >
> > >
all all all
judges judg judge
would would would
label label label
you you you
insane insan insane
and and and
it it it
is is be
difficult difficult difficult
to to to
persuade persuad persuade
> > >
> > >
people peopl people
otherwise otherwis otherwise
. . .
> > >
> > >
Sure sure Sure
, , ,
but but but
the the the
surface surfac surface
condition condit condition
of of of
most most most
good good good
autobahns autobahn autobahn
is is be
far far far
better better good
The the The
quality qualiti quality
of of of
autobahns autobahn autobahn
is is be
something someth something
of of of
a a a
myth myth myth
. . .
The the The
road road road
surface surfac surface
isn isn isn
' ' '
t t t
much much much
different differ different
to to to
a a a
typical typic typical
TX tx TX
freeway freeway freeway
. . .
They they They
are are be
better better well
in in in
terms term term
of of of
lighting light lighting
, , ,
safety safeti safety
, , ,
signs sign sign
, , ,
roadmarkings roadmark roadmarkings
etc etc etc
. . .
I i I
' ' '
d d d
have have have
no no no
problem problem problem
driving drive drive
130 130 130
on on on
most most most
US us US
freeways freeway freeway
, , ,
as as a
it it it
is is be
, , ,
I i I
save save save
it it it
for for for
the the the
backroads backroad backroads
, , ,
which which which
really realli really
are are be
more more more
likely like likely
to to to
be be be
dangerous danger dangerous
. . .
> > >
than than than
most most most
of of of
the the the
roads road road
here here here
. . .
A a A
dip dip dip
in in in
the the the
asphalt asphalt asphalt
that that that
you you you
test test test
your your your
> > >
shocks shock shock
on on on
at at at
60 60 60
will will will
kill kill kill
you you you
at at at
130 130 130
. . .
Don don Don
' ' '
t t t
get get get
me me me
wrong wrong wrong
, , ,
I i I
love love love
to to to
It it It
would would would
have have have
to to to
be be be
quite quit quite
severe sever severe
. . .
I i I
don don don
' ' '
t t t
recall recal recall
any ani any
US us US
freeway freeway freeway
, , ,
without without without
road road road
damage damag damage
warnings warn warning
, , ,
that that that
i i i
would would would
regard regard regard
as as a
unsafe unsaf unsafe
at at at
130 130 130
in in in
any ani any
decent decent decent
, , ,
well well well
damped damp damped
car car car
. . .
Note note Note
that that that
my my my
definition definit definition
of of of
decent decent decent
, , ,
well well well
damped damp damp
, , ,
would would would
exclude exclud exclude
most most most
typical typic typical
American american American
sedans sedan sedan
. . .
> > >
drive drive drive
quickly quick quickly
and and and
they they they
say say say
my my my
Probe probe Probe
will will will
do do do
130 130 130
, , ,
but but but
that that that
' ' '
s s s
30 30 30
more more more
> > >
than than than
I i I
' ' '
ve ve ve
ever ever ever
tried tri try
in in in
it it it
cause caus cause
there there there
isn isn isn
' ' '
t t t
a a a
decent decent decent
enough enough enough
piece piec piece
> > >
of of of
road road road
hereabouts hereabout hereabouts
. . .
I i I
don don don
' ' '
t t t
know know know
where where where
you you you
live live live
, , ,
but but but
I i I
would would would
be be be
much much much
more more more
worried worri worried
about about about
cops cop cop
, , ,
other other other
traffic traffic traffic
etc etc etc
. . .
than than than
the the the
road road road
surface surfac surface
at at at
130 130 130
. . .
It it It
just just just
isn isn isn
' ' '
t t t
that that that
fast fast fast
or or or
that that that
dangerous danger dangerous
. . .
If if If
you you you
have have have
a a a
Probe probe Probe
GT gt GT
, , ,
no no no
problem problem problem
. . .
The the The
4 4 4
cyl cyl cyl
models model model
I i I
have have have
driven driven drive
would would would
be be be
likely like likely
to to to
be be be
unpredictable unpredict unpredictable
at at at
higher higher high
speeds speed speed
. . .
Craig craig Craig
> > >
> > >
> > >
Craig craig Craig
> > >
> > >
> > >
> > >
> > >
> > >
- - -
- - -
> > >
> > >
> > >
Mark mark Mark
Hartman hartman Hartman
mhartman mhartman mhartman
@ @ @
umcc umcc umcc
. . .
umcc umcc umcc
. . .
umich umich umich
. . .
edu edu edu
> > >
> > >
> > >
Kalamazoo kalamazoo Kalamazoo
, , ,
MI mi MI
bk bk bk
405 405 405
@ @ @
cleveland cleveland cleveland
. . .
freenet freenet freenet
. . .
edu edu edu
> > >
> > >
> > >
" " "
I i I
' ' '
m m m
naked nake naked
in in in
the the the
school school school
! ! !
" " "
- - -
Sleepyhead sleepyhead Sleepyhead
- - -
> > >
> > >
> > >
> > >
> > >
Bob bob Bob
> > >
> > >
