From from From
: : :
aas aa aa
7 7 7
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
Edu edu Edu
( ( (
Andrew andrew Andrew
A a A
. . .
Spencer spencer Spencer
) ) )
Subject subject Subject
: : :
Re re Re
: : :
It it It
' ' '
s s s
a a a
rush rush rush
. . .
. . .
. . .
( ( (
was was be
Re re Re
: : :
Too too Too
fast fast fast
) ) )
Organization organ Organization
: : :
Case case Case
Western western Western
Reserve reserv Reserve
University univers University
, , ,
Cleveland cleveland Cleveland
, , ,
OH oh OH
( ( (
USA usa USA
) ) )
Lines line Lines
: : :
34 34 34
Reply repli Reply
- - -
To to To
: : :
aas aa aas
7 7 7
@ @ @
po po po
. . .
CWRU cwru CWRU
. . .
Edu edu Edu
( ( (
Andrew andrew Andrew
A a A
. . .
Spencer spencer Spencer
) ) )
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
slc slc slc
5 5 5
. . .
ins in in
. . .
cwru cwru cwru
. . .
edu edu edu
In in In
a a a
previous previous previous
article articl article
, , ,
gwm gwm gwm
@ @ @
spl spl spl
1 1 1
. . .
spl spl spl
. . .
loral loral loral
. . .
com com com
( ( (
Gary gari Gary
W w W
. . .
Mahan mahan Mahan
) ) )
says say say
: : :
> > >
> > >
Why whi Why
should should should
a a a
good good good
driver driver driver
be be be
terrified terrifi terrify
at at at
130 130 130
mph mph mph
? ? ?
The the The
only onli only
thing thing thing
I i I
fear fear fear
> > >
> > >
going go go
at at at
130 130 130
are are be
drivers driver driver
, , ,
who who who
switch switch switch
to to to
the the the
left left leave
lane lane lane
without without without
using use use
> > >
> > >
either either either
rear rear rear
- - -
view view view
- - -
mirror mirror mirror
or or or
flashers flasher flasher
. . .
Doing do Doing
130 130 130
to to to
150 150 150
ain ain ain
' ' '
t t t
a a a
rush rush rush
> > >
> > >
for for for
me me me
, , ,
but but but
it it it
' ' '
s s s
fun fun fun
and and and
I i I
get get get
where where where
I i I
want want want
to to to
go go go
much much much
faster faster faster
. . .
> > >
> > >
In in In
defense defens defense
of of of
the the the
drivers driver driver
, , ,
who who who
are are be
in in in
the the the
right right right
lane lane lane
. . .
Here here Here
in in in
the the the
states state state
, , ,
people peopl people
simply simpli simply
do do do
not not not
expect expect expect
when when when
they they they
are are be
driving drive drive
to to to
be be be
overtaken overtaken overtake
at at at
a a a
speed speed speed
differential differenti differential
of of of
50 50 50
+ + +
mph mph mph
. . .
I i I
don don don
' ' '
t t t
think think think
this this this
is is be
because becaus because
they they they
are are be
stupid stupid stupid
( ( (
of of of
course cours course
, , ,
there there there
are are be
exceptions except exception
) ) )
, , ,
they they they
are are be
just just just
programmed program program
because becaus because
of of of
the the the
55 55 55
mph mph mph
limit limit limit
. . .
Do do Do
you you you
( ( (
in in in
the the the
states state state
) ) )
when when when
you you you
look look look
in in in
the the the
rear rear rear
- - -
view view view
ALWAYS alway ALWAYS
calculate calcul calculate
future futur future
positions posit position
of of of
cars car car
based base base
on on on
a a a
50 50 50
+ + +
speed speed speed
differential differenti differential
. . .
> > >
Dont dont Dont
get get get
me me me
wrong wrong wrong
, , ,
I i I
love love love
to to to
drive drive drive
in in in
the the the
left left left
lane lane lane
fast fast fast
but but but
when when when
I i I
overtake overtak overtake
> > >
cars car car
who who who
are are be
on on on
the the the
right right right
, , ,
I i I
slow slow slow
down down down
a a a
tad tad tad
bit bit bit
. . .
If if If
I i I
were were be
to to to
rely reli rely
on on on
the the the
judgement judgement judgement
of of of
the the the
other other other
car car car
, , ,
to to to
recognize recogn recognize
the the the
speed speed speed
differential differenti differential
, , ,
I i I
would would would
be be be
the the the
stupid stupid stupid
one one one
. . .
just just just
to to to
satiate satiat satiate
my my my
curiosity curios curiosity
, , ,
why whi why
would would would
this this this
make make make
you you you
the the the
stupid stupid stupid
one one one
? ? ?
It it It
seems seem seem
to to to
me me me
, , ,
everybody everybodi everybody
SHOULD should SHOULD
be be be
aware awar aware
enough enough enough
of of of
what what what
is is be
going go go
on on on
. . .
You you You
do do do
not not not
need need need
to to to
calculate calcul calculate
the the the
future futur future
position posit position
. . .
You you You
need need need
to to to
look look look
at at at
your your your
mirrors mirror mirror
a a a
little littl little
more more more
. . .
If if If
you you you
glance glanc glance
around around around
, , ,
you you you
will will will
be be be
able abl able
to to to
tell tell tell
how how how
much much much
faster faster fast
than than than
you you you
the the the
car car car
is is be
going go go
. . .
Maybe mayb Maybe
not not not
precisely precis precisely
, , ,
but but but
well well well
enough enough enough
to to to
know know know
if if if
you you you
should should should
let let let
him him him
around around around
before befor before
you you you
try tri try
to to to
pass pass pass
. . .
I i I
know know know
what what what
you you you
are are be
talking talk talk
about about about
, , ,
about about about
the the the
other other other
driver driver driver
being be be
startled startl startle
, , ,
because becaus because
i i i
myself myself myself
have have have
been been be
startled startl startle
by by by
drivers driver driver
cruising cruis cruise
by by by
at at at
around around around
90 90 90
- - -
100 100 100
mph mph mph
when when when
i i i
