From from From
: : :
garyl garyl garyl
@ @ @
moe moe moe
. . .
corollary corollari corollary
. . .
COM com COM
( ( (
Gary gari Gary
Lorman lorman Lorman
) ) )
Subject subject Subject
: : :
Re re Re
: : :
electronic electron electronic
odometers odomet odometer
( ( (
was was be
: : :
Used use Used
BMW bmw BMW
Question question Question
. . .
. . .
. . .
. . .
. . .
? ? ?
? ? ?
? ? ?
) ) )
Organization organ Organization
: : :
Corollary corollari Corollary
, , ,
Inc inc Inc
. . .
Lines line Lines
: : :
42 42 42
In in In
article articl article
< < <
9833 9833 9833
@ @ @
dirac dirac dirac
. . .
physics physic physic
. . .
purdue purdu purdue
. . .
edu edu edu
> > >
lovall loval lovall
@ @ @
bohr bohr bohr
. . .
physics physic physic
. . .
purdue purdu purdue
. . .
edu edu edu
( ( (
Daniel daniel Daniel
L l L
. . .
Lovall loval Lovall
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
CONRADIE conradi CONRADIE
. . .
40 40 40
. . .
734872761 734872761 734872761
@ @ @
firga firga firga
. . .
sun sun sun
. . .
ac ac ac
. . .
za za za
> > >
CONRADIE conradi CONRADIE
@ @ @
firga firga firga
. . .
sun sun sun
. . .
ac ac ac
. . .
za za za
( ( (
Gerrit gerrit Gerrit
Conradie conradi Conradie
) ) )
writes write write
: : :
> > >
> > >
. . .
. . .
. . .
. . .
. . .
> > >
> > >
> > >
However howev However
, , ,
if if if
I i I
were were be
to to to
design design design
a a a
BMW bmw BMW
' ' '
s s s
electronics electron electronics
, , ,
I i I
will will will
use use use
a a a
counter counter counter
to to to
> > >
> > >
count count count
the the the
number number number
of of of
times time time
the the the
car car car
passed pass pass
1 1 1
million million million
miles mile mile
( ( (
or or or
whatever whatev whatever
) ) )
, , ,
and and and
> > >
> > >
store store store
it it it
in in in
the the the
car car car
computer comput computer
' ' '
s s s
memory memori memory
. . .
This this This
could could could
be be be
read read read
when when when
doing do do
a a a
> > >
> > >
diagnostics diagnost diagnostics
test test test
. . .
Ditto ditto Ditto
for for for
the the the
date date date
of of of
the the the
odometer odomet odometer
. . .
As as As
easy easi easy
as as a
this this this
is is be
, , ,
I i I
> > >
> > >
don don don
' ' '
t t t
know know know
why whi why
manafucturers manafuctur manafucturers
don don don
' ' '
t t t
do do do
it it it
( ( (
don don don
' ' '
t t t
they they they
? ? ?
) ) )
to to to
prevent prevent prevent
illegal illeg illegal
> > >
> > >
odometer odomet odometer
tampering tamper tamper
. . .
> > >
> > >
> > >
> > >
But but But
as as a
a a a
previous previous previous
writer writer writer
said said say
, , ,
it it it
will will will
in in in
any ani any
case case case
take take take
aeons aeon aeon
to to to
reset reset reset
an an an
> > >
> > >
odometer odomet odometer
, , ,
mechanic mechan mechanic
or or or
electronic electron electronic
by by by
simulating simul simulate
a a a
driving drive driving
car car car
. . .
It it It
will will will
be be be
> > >
> > >
easier easier easy
to to to
reprogram reprogram reprogram
it it it
. . .
How how How
, , ,
I i I
don don don
' ' '
t t t
know know know
. . .
> > >
> > >
It it It
shouldn shouldn shouldn
' ' '
t t t
be be be
THAT that THAT
hard hard hard
if if if
you you you
know know know
much much much
about about about
digital digit digital
electronics electron electronics
. . .
If if If
the the the
> > >
counter counter counter
is is be
made made make
with with with
standard standard standard
TTL ttl TTL
chips chip chip
, , ,
all all all
you you you
should should should
need need need
to to to
do do do
is is be
find find find
> > >
the the the
chip chip chip
( ( (
s s s
) ) )
used use use
for for for
counting count counting
, , ,
figure figur figure
out out out
what what what
mileage mileag mileage
you you you
want want want
to to to
put put put
in in in
, , ,
> > >
and and and
preset preset preset
it it it
but but but
wiring wire wire
the the the
preset preset preset
pins pin pin
directly direct directly
to to to
low low low
/ / /
high high high
( ( (
you you you
' ' '
d d d
also also also
have have have
> > >
to to to
know know know
what what what
the the the
conventions convent convention
are are be
for for for
low low low
and and and
high high high
) ) )
. . .
It it It
might might might
be be be
a a a
little littl little
more more more
> > >
involved involv involve
than than than
this this this
, , ,
but but but
it it it
shouldn shouldn shouldn
' ' '
t t t
be be be
beyond beyond beyond
someone someon someone
with with with
a a a
BSEE bsee BSEE
or or or
BS bs BS
EET eet EET
. . .
> > >
All all All
the the the
display display display
does doe do
is is be
convert convert convert
what what what
the the the
counter counter counter
chips chip chip
say say say
into into into
digits digit digit
using use use
> > >
a a a
" " "
translation translat translation
table tabl table
" " "
stored store store
in in in
ROM rom ROM
. . .
> > >
> > >
selah selah selah
, , ,
> > >
> > >
Dan dan Dan
> > >
But but But
, , ,
those those those
chips chip chip
are are be
probably probabl probably
inside insid inside
a a a
custom custom custom
chip chip chip
, , ,
( ( (
to to to
make make make
it it it
smaller smaller small
and and and
use use use
less less less
power power power
) ) )
and and and
the the the
preset preset preset
/ / /
data data data
pins pin pin
are are be
not not not
going go go
to to to
be be be
available avail available
. . .
It it It
would would would
probably probabl probably
not not not
be be be
TTL ttl TTL
but but but
might might might
be be be
CMOS cmos CMOS
( ( (
wider wider wider
operating oper operate
voltage voltag voltage
range rang range
) ) )
, , ,
not not not
that that that
the the the
tecnology tecnolog tecnology
would would would
make make make
much much much
difference differ difference
. . .
Plus plus Plus
the the the
custom custom custom
chip chip chip
would would would
probably probabl probably
be be be
potted pot pot
( ( (
encapsulated encapsul encapsulate
with with with
epoxy epoxi epoxy
) ) )
. . .
Good good Good
luck luck luck
. . .
- - -
- - -
- - -
- - -
garyl garyl garyl
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
" " "
Any ani Any
shark shark shark
that that that
gets get get
to to to
be be be
11 11 11
or or or
12 12 12
feet feet foot
long long long
with with with
300 300 300
big big big
teeth teeth teeth
can can can
be be be
considered consid consider
dangerous danger dangerous
" " "
- - -
' ' '
Shark shark Shark
Bowl bowl Bowl
' ' '
92 92 92
' ' '
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
- - -
