From from From
: : :
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Opel opel Opel
owners owner owner
? ? ?
Organization organ Organization
: : :
Capital capit Capital
Area area Area
Central central Central
Texas texa Texas
UNIX unix UNIX
Society societi Society
, , ,
Austin austin Austin
, , ,
Tx tx Tx
Lines line Lines
: : :
45 45 45
In in In
article articl article
< < <
C c C
5 5 5
t t t
3 3 3
B b B
2 2 2
. . .
DG dg DG
@ @ @
news news news
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
> > >
cka cka cka
52397 52397 52397
@ @ @
uxa uxa uxa
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
OrioleFan oriolefan OrioleFan
@ @ @
uiuc uiuc uiuc
) ) )
writes write write
: : :
> > >
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
writes write write
: : :
> > >
> > >
> > >
In in In
article articl article
< < <
C c C
5 5 5
sxI sxi sxI
4 4 4
. . .
J j J
9 9 9
B b B
@ @ @
news news news
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
> > >
cka cka cka
52397 52397 52397
@ @ @
uxa uxa uxa
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
OrioleFan oriolefan OrioleFan
@ @ @
uiuc uiuc uiuc
) ) )
writes write write
: : :
> > >
> > >
> > >
gibbonsa gibbonsa gibbonsa
@ @ @
fraser fraser fraser
. . .
sfu sfu sfu
. . .
ca ca ca
( ( (
Darren darren Darren
Gibbons gibbon Gibbons
) ) )
writes write write
: : :
> > >
> > >
> > >
> > >
I i I
' ' '
m m m
looking look look
for for for
information inform information
on on on
Opel opel Opel
cars car car
. . .
Now now Now
you you you
ask ask ask
, , ,
which which which
model model model
? ? ?
> > >
> > >
> > >
> > >
Well well Well
, , ,
the the the
sad sad sad
truth truth truth
is is be
, , ,
I i I
' ' '
m m m
not not not
entirely entir entirely
sure sure sure
, , ,
but but but
it it it
' ' '
s s s
a a a
two two two
- - -
seater seater seater
, , ,
> > >
> > >
> > >
> > >
with with with
roll roll roll
- - -
over over over
headlights headlight headlight
, , ,
hard hard hard
top top top
, , ,
and and and
really realli really
sporty sporti sporty
looking look look
. . .
My my My
> > >
> > >
> > >
> > >
friend friend friend
has has have
one one one
sitting sit sitting
in in in
his his his
yard yard yard
in in in
really realli really
nice nice nice
condition condit condition
, , ,
> > >
> > >
> > >
> > >
body bodi body
- - -
wise wise wise
, , ,
but but but
he he he
transmission transmiss transmission
has has have
seized seiz seize
up up up
on on on
him him him
, , ,
so so so
it it it
hasn hasn hasn
' ' '
t t t
run run run
> > >
> > >
> > >
> > >
for for for
a a a
while while while
. . .
Does doe Does
anyone anyon anyone
have have have
any ani any
info info info
on on on
these these these
cars car car
? ? ?
The the The
engine engin engine
> > >
> > >
> > >
> > >
compartment compart compartment
looks look look
really realli really
tight tight tight
to to to
work work work
on on on
, , ,
but but but
it it it
is is be
in in in
fine fine fine
shape shape shape
and and and
> > >
> > >
> > >
> > >
I i I
am am be
quite quit quite
interested interest interested
in in in
it it it
. . .
> > >
> > >
> > >
> > >
Thanks thank Thanks
! ! !
> > >
> > >
> > >
> > >
Darren darren Darren
Gibbons gibbon Gibbons
> > >
> > >
> > >
> > >
gibbonsa gibbonsa gibbonsa
@ @ @
sfu sfu sfu
. . .
ca ca ca
> > >
> > >
> > >
> > >
> > >
> > >
This this This
would would would
be be be
the the the
manta manta manta
, , ,
would would would
it it it
not not not
? ? ?
? ? ?
? ? ?
Sold sold Sold
through through through
Buick buick Buick
dealers dealer dealer
in in in
the the the
mid mid mid
' ' '
70 70 70
' ' '
s s s
as as a
the the the
price price price
leader leader leader
? ? ?
? ? ?
? ? ?
? ? ?
> > >
> > >
> > >
Sounds sound Sounds
a a a
lot lot lot
more more more
like like like
an an an
Opel opel Opel
GT gt GT
to to to
me me me
. . .
I i I
' ' '
d d d
guess guess guess
that that that
this this this
is is be
on on on
the the the
same same same
> > >
> > >
chassis chassi chassis
as as a
the the the
Kadett kadett Kadett
, , ,
rather rather rather
than than than
the the the
bigger bigger big
Manta manta Manta
- - -
but but but
I i I
could could could
easily easili easily
> > >
> > >
be be be
wrong wrong wrong
. . .
I i I
think think think
the the the
later later late
Kadett kadett Kadett
' ' '
s s s
were were be
sold sold sell
here here here
as as a
Buick buick Buick
Opels opel Opels
. . .
> > >
> > >
> > >
Craig craig Craig
> > >
> > >
I i I
think think think
the the the
Manta manta Manta
is is be
the the the
European european European
name name name
for for for
the the the
" " "
GT gt GT
. . .
" " "
I i I
' ' '
m m m
pretty pretti pretty
sure sure sure
Well well Well
the the the
European european European
Manta manta Manta
and and and
US us US
GT gt GT
have have have
entirely entir entirely
different differ different
bodies bodi body
. . .
There there There
is is be
little littl little
or or or
no no no
chance chanc chance
that that that
they they they
are are be
the the the
same same same
. . .
The the The
Manta manta Manta
went went go
through through through
several sever several
generations generat generation
as as a
the the the
coupe coup coupe
version version version
of of of
the the the
Ascona ascona Ascona
and and and
was was be
OK ok OK
in in in
its it it
time time time
. . .
> > >
that that that
the the the
only onli only
Kadett kadett Kadett
' ' '
s s s
sold sold sell
here here here
were were be
/ / /
are are be
the the the
Pontiac pontiac Pontiac
LeMans leman LeMans
. . .
I i I
think think think
the the the
Not not Not
true true true
. . .
The the The
Kadett kadett Kadett
has has have
been been be
in in in
and and and
out out out
of of of
the the the
US us US
market market market
over over over
the the the
years year year
. . .
The the The
LeMans leman LeMans
( ( (
old old old
Kadett kadett Kadett
) ) )
is is be
only onli only
the the the
latest latest late
version version version
. . .
Craig craig Craig
> > >
GT gt GT
is is be
just just just
an an an
early earli early
' ' '
70 70 70
s s s
to to to
mid mid mid
' ' '
70 70 70
s s s
Manta manta Manta
. . .
Different differ Different
Cars car Cars
. . .
One one One
looks look look
like like like
a a a
sports sport sport
- - -
car car car
, , ,
the the the
other other other
is is be
a a a
coupe coup coupe
. . .
> > >
- - -
- - -
> > >
Chintan chintan Chintan
Amin amin Amin
< < <
The the The
University univers University
of of of
Illinois illinoi Illinois
UrbanaChampaign urbanachampaign UrbanaChampaign
> > >
mail mail mail
: : :
llama llama llama
@ @ @
uiuc uiuc uiuc
. . .
edu edu edu
> > >
* * *
* * *
* * *
* * *
* * *
* * *
* * *
SIG sig SIG
UNDER under UNDER
CONSTRUCTION construct CONSTRUCTION
HARD hard HARD
HAT hat HAT
AREA area AREA
* * *
* * *
* * *
* * *
* * *
* * *
* * *
* * *
