From from From
: : :
c c c
23 23 23
tvr tvr tvr
@ @ @
kocrsv kocrsv kocrsv
01 01 01
. . .
delcoelect delcoelect delcoelect
. . .
com com com
( ( (
Thomas thoma Thomas
Redmond redmond Redmond
) ) )
Subject subject Subject
: : :
Re re Re
: : :
$ $ $
6700 6700 6700
for for for
hail hail hail
damage damag damage
- - -
a a a
record record record
? ? ?
Originator origin Originator
: : :
c c c
23 23 23
tvr tvr tvr
@ @ @
koptsy koptsi koptsy
17 17 17
Organization organ Organization
: : :
Delco delco Delco
Electronics electron Electronics
Corp corp Corp
. . .
Distribution distribut Distribution
: : :
usa usa usa
Lines line Lines
: : :
34 34 34
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
21 21 21
. . .
053516 053516 053516
. . .
28846 28846 28846
@ @ @
cactus cactus cactus
. . .
org org org
> > >
, , ,
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
203219 203219 203219
. . .
7724 7724 7724
@ @ @
pencom pencom pencom
. . .
com com com
> > >
stecz stecz stecz
@ @ @
pencom pencom pencom
. . .
com com com
writes write write
: : :
> > >
> > >
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
19 19 19
. . .
235711 235711 235711
. . .
7285 7285 7285
@ @ @
cactus cactus cactus
. . .
org org org
> > >
boyle boyl boyle
@ @ @
cactus cactus cactus
. . .
org org org
( ( (
Craig craig Craig
Boyle boyl Boyle
) ) )
> > >
> > >
writes write writes
: : :
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
> > >
My my My
90 90 90
Integra integra Integra
was was be
hit hit hit
hard hard hard
in in in
the the the
3 3 3
/ / /
25 25 25
hailstorm hailstorm hailstorm
in in in
Austin austin Austin
, , ,
TX tx TX
. . .
> > >
> > >
> > >
The the The
insurance insur insurance
company compani company
cut cut cut
me me me
a a a
check check check
for for for
$ $ $
6600 6600 6600
( ( (
$ $ $
100 100 100
deductible deduct deductible
) ) )
> > >
> > >
> > >
last last last
week week week
. . .
Is is Is
this this this
a a a
record record record
? ? ?
Anybody anybodi Anybody
else els else
had had have
settlements settlement settlement
from from from
> > >
> > >
> > >
the the the
same same same
hailstorm hailstorm hailstorm
yet yet yet
? ? ?
> > >
> > >
> > >
> > >
> > >
> > >
Craig craig Craig
> > >
> > >
> > >
> > >
> > >
> > >
Rumor rumor Rumor
has has have
it it it
that that that
a a a
guy guy guy
at at at
Dell dell Dell
Computer comput Computer
had had have
his his his
Miata miata Miata
totalled total total
, , ,
so so so
that that that
would would would
> > >
> > >
be be be
about about about
$ $ $
10 10 10
k k k
. . .
> > >
> > >
I i I
guess guess guess
it it it
either either either
had had have
the the the
top top top
down down down
, , ,
or or or
the the the
hail hail hail
ripped rip rip
through through through
the the the
top top top
, , ,
as as a
> > >
you you you
could could could
not not not
do do do
$ $ $
10 10 10
k k k
worth worth worth
of of of
hail hail hail
damage damag damage
to to to
a a a
Miata miata Miata
body bodi body
. . .
> > >
> > >
Craig craig Craig
> > >
> > >
> > >
> > >
> > >
> > >
- - -
- - -
> > >
> > >
- - -
- - -
> > >
> > >
John john John
Steczkowski steczkowski Steczkowski
stecz stecz stecz
@ @ @
pencom pencom pencom
. . .
com com com
> > >
> > >
The the The
Constitution constitut Constitution
grants grant grant
you you you
the the the
right right right
to to to
life life life
, , ,
liberty liberti liberty
, , ,
and and and
the the the
> > >
> > >
* * *
pursuit pursuit pursuit
* * *
of of of
happiness happi happiness
. . .
It it It
does doe do
not not not
attempt attempt attempt
to to to
guarantee guarante guarantee
that that that
> > >
> > >
everyone everyon everyone
* * *
will will will
* * *
be be be
happy happi happy
. . .
> > >
> > >
There there There
was was be
a a a
Volvo volvo Volvo
owner owner owner
that that that
had had have
$ $ $
3000 3000 3000
dollars dollar dollar
worth worth worth
of of of
improvements improv improvement
to to to
the the the
looks look look
of of of
the the the
car car car
by by by
hail hail hail
: : :
) ) )
. . .
