From from From
: : :
dwjz dwjz dwjz
@ @ @
bnr bnr bnr
. . .
ca ca ca
( ( (
Doug doug Doug
Zolmer zolmer Zolmer
) ) )
Subject subject Subject
: : :
Re re Re
: : :
$ $ $
80 80 80
SVX svx SVX
OIL oil OIL
CHANGE chang CHANGE
Nntp nntp Nntp
- - -
Posting post Posting
- - -
Host host Host
: : :
bcarh bcarh bcarh
28 28 28
f f f
Reply repli Reply
- - -
To to To
: : :
dwjz dwjz dwjz
@ @ @
bnr bnr bnr
. . .
ca ca ca
( ( (
Doug doug Doug
Zolmer zolmer Zolmer
) ) )
Organization organ Organization
: : :
Bell bell Bell
- - -
Northern northern Northern
Research research Research
Ltd ltd Ltd
. . .
Distribution distribut Distribution
: : :
na na na
Lines line Lines
: : :
24 24 24
In in In
article articl article
< < <
C c C
518 518 518
F f F
0 0 0
. . .
9 9 9
I i I
7 7 7
@ @ @
undergrad undergrad undergrad
. . .
math math math
. . .
uwaterloo uwaterloo uwaterloo
. . .
ca ca ca
> > >
, , ,
swdwan swdwan swdwan
@ @ @
napier napier napier
. . .
uwaterloo uwaterloo uwaterloo
. . .
ca ca ca
( ( (
Donald donald Donald
Wan wan Wan
) ) )
writes write write
: : :
| | |
> > >
My my My
friend friend friend
brought brought bring
a a a
subaru subaru subaru
SVX svx SVX
recently recent recently
. . .
I i I
had had have
drove drove drive
it it it
for for for
couples coupl couple
times time time
and and and
I i I
| | |
> > >
think think think
its it it
a a a
great great great
car car car
, , ,
esp esp esp
on on on
snow snow snow
. . .
However howev However
when when when
she she she
took took take
it it it
to to to
a a a
local local local
Subaru subaru Subaru
| | |
> > >
dealer dealer dealer
for for for
a a a
oil oil oil
change chang change
, , ,
the the the
bill bill bill
came came come
out out out
to to to
be be be
about about about
80 80 80
dollars dollar dollar
. . .
The the The
dealer dealer dealer
| | |
> > >
told told tell
us us u
it it it
is is be
because becaus because
to to to
change chang change
the the the
oil oil oil
filter filter filter
on on on
a a a
SVX svx SVX
it it it
is is be
necessary necessari necessary
to to to
| | |
> > >
disassemble disassembl disassemble
a a a
metal metal metal
cover cover cover
under under under
the the the
engine engin engine
and and and
that that that
took took take
an an an
hour hour hour
of of of
labour labour labour
. . .
| | |
> > >
At at At
first first first
, , ,
we we we
think think think
we we we
are are be
being be be
ripped rip rip
off off off
so so so
she she she
phone phone phone
to to to
a a a
dealer dealer dealer
in in in
Toronto toronto Toronto
| | |
> > >
but but but
found found find
out out out
the the the
they they they
are are be
charging charg charge
roughly rough roughly
the the the
same same same
price price price
. . .
So so So
is is be
there there there
any ani any
| | |
> > >
SVX svx SVX
owner owner owner
out out out
there there there
that that that
has has have
the the the
same same same
problem problem problem
? ? ?
And and And
if if if
the the the
oil oil oil
change chang change
story stori story
is is be
| | |
> > >
true true true
, , ,
then then then
the the the
engineer engin engineer
of of of
Subaru subaru Subaru
looks look look
pretty pretti pretty
stubid stubid stubid
to to to
me me me
. . .
By by By
the the the
way way way
, , ,
the the the
car car car
| | |
> > >
looks look look
great great great
. . .
| | |
> > >
Labour labour Labour
prices price price
for for for
car car car
service servic service
are are be
very veri very
expensive expens expensive
in in in
Toronto toronto Toronto
compared compar compare
to to to
other other other
parts part part
of of of
Ontario ontario Ontario
. . .
For for For
example exampl example
, , ,
there there there
are are be
places place place
in in in
Ottawa ottawa Ottawa
that that that
still still still
charge charg charge
" " "
only onli only
" " "
$ $ $
40 40 40
/ / /
hour hour hour
. . .
I i I
' ' '
ve ve ve
seen seen see
a a a
couple coupl couple
of of of
places place place
charging charg charge
$ $ $
60 60 60
/ / /
hour hour hour
. . .
The the The
cheapest cheapest cheap
I i I
' ' '
ve ve ve
heard heard heard
in in in
Toronto toronto Toronto
is is be
$ $ $
70 70 70
/ / /
hour hour hour
. . .
| | |
> > >
SWD swd SWD
Wan wan Wan
. . .
| | |
> > >
- - -
- - -
Doug doug Doug
Zolmer zolmer Zolmer
Internet internet Internet
: : :
dwjz dwjz dwjz
@ @ @
bnr bnr bnr
. . .
ca ca ca
Disclaimer disclaim Disclaimer
: : :
My my My
opinions opinion opinion
only onli only
Bell bell Bell
- - -
Northern northern Northern
Research research Research
Ltd ltd Ltd
. . .
Ottawa ottawa Ottawa
, , ,
Ontario ontario Ontario
, , ,
Canada canada Canada
| | |
Conform conform Conform
: : :
- - -
Moooo moooo Moooo
! ! !
