From from From
: : :
khan khan khan
0095 0095 0095
@ @ @
nova nova nova
. . .
gmi gmi gmi
. . .
edu edu edu
( ( (
Mohammad mohammad Mohammad
Razi razi Razi
Khan khan Khan
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Am am Am
I i I
going go go
to to to
Hell hell Hell
? ? ?
Organization organ Organization
: : :
GMI gmi GMI
Engineering engin Engineering
& & &
Management manag Management
Institute institut Institute
, , ,
Flint flint Flint
, , ,
MI mi MI
Lines line Lines
: : :
32 32 32
tbrent tbrent tbrent
@ @ @
ecn ecn ecn
. . .
purdue purdu purdue
. . .
edu edu edu
( ( (
Timothy timothi Timothy
J j J
Brent brent Brent
) ) )
writes write write
: : :
> > >
I i I
have have have
stated state state
before befor before
that that that
I i I
do do do
not not not
consider consid consider
myself myself myself
an an an
atheist atheist atheist
, , ,
but but but
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
^ ^ ^
So so So
you you you
believe believ believe
in in in
the the the
existance exist existance
of of of
One one One
creator creator creator
I i I
assume assum assume
. . .
> > >
definitely definit definitely
do do do
not not not
believe believ believe
in in in
the the the
christian christian christian
god god god
. . .
The the The
recent recent recent
discussion discuss discussion
> > >
about about about
atheists atheist atheist
and and and
hell hell hell
, , ,
combined combin combine
with with with
a a a
post post post
to to to
another anoth another
group group group
( ( (
to to to
the the the
> > >
effect effect effect
of of of
' ' '
you you you
will will will
all all all
go go go
to to to
hell hell hell
' ' '
) ) )
has has have
me me me
interested interest interested
in in in
the the the
consensus consensus consensus
> > >
as as a
to to to
how how how
a a a
god god god
might might might
judge judg judge
men men men
. . .
As as As
a a a
catholic cathol catholic
, , ,
I i I
was was be
told told tell
that that that
a a a
jew jew jew
, , ,
> > >
buddhist buddhist buddhist
, , ,
etc etc etc
. . .
might might might
go go go
to to to
heaven heaven heaven
, , ,
but but but
obviously obvious obviously
some some some
people peopl people
do do do
not not not
> > >
believe believ believe
this this this
. . .
Even even Even
more more more
see see see
atheists atheist atheist
and and and
pagans pagan pagan
( ( (
I i I
assume assum assume
I i I
would would would
be be be
> > >
lumped lump lump
into into into
this this this
category categori category
) ) )
to to to
be be be
hellbound hellbound hellbound
. . .
I i I
know know know
you you you
believe believ believe
only onli only
> > >
god god god
can can can
judge judg judge
, , ,
and and and
I i I
do do do
not not not
ask ask ask
you you you
to to to
, , ,
just just just
for for for
your your your
opinions opinion opinion
. . .
Ok ok Ok
, , ,
god god god
has has have
the the the
disclaimer disclaim disclaimer
, , ,
reserves reserv reserve
the the the
right right right
to to to
judge judg judge
individual individu individual
cases case case
. . .
If if If
we we we
believe believ believe
him him him
to to to
be be be
loving love love
, , ,
then then then
we we we
also also also
believe believ believe
him him him
to to to
be be be
able abl able
to to to
serve serv serve
justice justic justice
to to to
all all all
. . .
Don don Don
' ' '
t t t
worry worri worry
if if if
a a a
Jew jew Jew
, , ,
or or or
athiest athiest athiest
is is be
going go go
to to to
heaven heaven heaven
or or or
hell hell hell
, , ,
for for for
that that that
is is be
god god god
to to to
judge judg judge
( ( (
although although although
truly truli truly
if if if
you you you
were were be
concerned concern concern
you you you
could could could
only onli only
worry worri worry
abput abput abput
those those those
who who who
refuse refus refuse
to to to
believe believ believe
/ / /
satisfy satisfi satisfy
gods god god
decrees decre decree
) ) )
as as as
much much much
as as a
keeping keep keep
yourself yourself yourself
straight straight straight
. . .
If if If
you you you
see see see
something someth something
going go go
on on on
that that that
is is be
wrong wrong wrong
, , ,
discuss discuss discuss
it it it
and and and
explore explor explore
it it it
before befor before
making make make
summary summari summary
judgement judgement judgement
. . .
People peopl People
have have have
enough enough enough
free free free
will will will
to to to
choose choos choose
for for for
themselves themselv themselves
, , ,
so so so
don don don
' ' '
t t t
force forc force
choices choic choice
on on on
them them them
, , ,
just just just
inform inform inform
them them them
of of of
what what what
they they they
' ' '
re re re
choices choic choice
are are be
. . .
God god God
will will will
take take take
care care care
of of of
the the the
rest rest rest
in in in
his his his
justice justic justice
. . .
> > >
Thanks thank Thanks
, , ,
> > >
- - -
Tim tim Tim
- - -
- - -
Mohammad mohammad Mohammad
R r R
. . .
Khan khan Khan
/ / /
khan khan khan
0095 0095 0095
@ @ @
nova nova nova
. . .
gmi gmi gmi
. . .
edu edu edu
After after After
July juli July
' ' '
93 93 93
, , ,
please pleas please
send send send
mail mail mail
to to to
mkhan mkhan mkhan
@ @ @
nyx nyx nyx
. . .
cs cs c
. . .
du du du
. . .
edu edu edu
