From from From
: : :
jayne jayn jayne
@ @ @
mmalt mmalt mmalt
. . .
guild guild guild
. . .
org org org
( ( (
Jayne jayn Jayne
Kulikauskas kulikauska Kulikauskas
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Can can Can
sin sin sin
" " "
block block block
" " "
our our our
prayers prayer prayer
? ? ?
Organization organ Organization
: : :
Kulikauskas kulikauska Kulikauskas
home home home
Lines line Lines
: : :
27 27 27
mike mike mike
@ @ @
boulder boulder boulder
. . .
snsc snsc snsc
. . .
unr unr unr
. . .
edu edu edu
( ( (
Mike mike Mike
McCormick mccormick McCormick
) ) )
writes write write
: : :
> > >
Not not Not
honoring honor honor
our our our
wives wive wife
can can can
cause caus cause
our our our
prayers prayer prayer
to to to
be be be
hindered hinder hinder
: : :
> > >
> > >
You you You
husbands husband husband
likewise likewis likewise
, , ,
live live live
with with with
your your your
wives wive wife
in in in
> > >
an an an
understanding understand understanding
way way way
, , ,
as as a
with with with
a a a
weaker weaker weak
vessel vessel vessel
, , ,
> > >
since sinc since
she she she
is is be
a a a
woman woman woman
; ; ;
and and and
grant grant grant
her her her
honor honor honor
as as a
> > >
a a a
fellow fellow fellow
heir heir heir
of of of
the the the
grace grace grace
of of of
life life life
, , ,
so so so
that that that
your your your
> > >
prayers prayer prayer
may may may
not not not
be be be
hindered hinder hinder
. . .
I i I
Peter peter Peter
3 3 3
: : :
7 7 7
One one One
interpretation interpret interpretation
I i I
' ' '
ve ve ve
heard heard heard
of of of
this this this
verse vers verse
is is be
that that that
it it it
refers refer refer
to to to
the the the
sin sin sin
of of of
physically physic physically
abusing abus abuse
one one one
' ' '
s s s
wife wife wife
. . .
The the The
husband husband husband
is is be
usually usual usually
physically physic physically
stronger stronger strong
than than than
his his his
wife wife wife
but but but
is is be
not not not
permitted permit permit
to to to
use use use
this this this
to to to
dominate domin dominate
her her her
. . .
He he He
must must must
honor honor honor
her her her
as as a
his his his
sister sister sister
in in in
Christ christ Christ
. . .
This this This
would would would
therefore therefor therefore
be be be
an an an
example exampl example
of of of
a a a
specific specif specific
sin sin sin
that that that
blocks block block
prayer prayer prayer
. . .
This this This
verse vers verse
also also also
makes make make
me me me
think think think
of of of
the the the
kind kind kind
of of of
husband husband husband
who who who
decides decid decide
what what what
is is be
God god God
' ' '
s s s
will will will
for for for
his his his
family famili family
without without without
consulting consult consult
his his his
wife wife wife
. . .
God god God
reveals reveal reveal
His his His
will will will
to to to
both both both
the the the
husband husband husband
and and and
the the the
wife wife wife
. . .
There there There
needs need need
to to to
be be be
some some some
degree degre degree
of of of
mutuality mutual mutuality
in in in
decision decis decision
making make making
. . .
Even even Even
those those those
whose whose whose
understanding understand understanding
of of of
the the the
Bible bibl Bible
leads lead lead
to to to
a a a
belief belief belief
in in in
an an an
authoritarian authoritarian authoritarian
headship headship headship
of of of
the the the
husband husband husband
need need need
to to to
incorporate incorpor incorporate
this this this
in in in
order order order
to to to
have have have
a a a
functional function functional
family famili family
. . .
One one One
way way way
to to to
look look look
at at at
it it it
is is be
that that that
God god God
speaks speak speak
to to to
the the the
wife wife wife
through through through
the the the
husband husband husband
and and and
to to to
the the the
husband husband husband
through through through
the the the
wife wife wife
. . .
Jayne jayn Jayne
Kulikauskas kulikauska Kulikauskas
/ / /
jayne jayn jayne
@ @ @
mmalt mmalt mmalt
. . .
guild guild guild
. . .
org org org
