From from From
: : :
news news news
@ @ @
cbnewsk cbnewsk cbnewsk
. . .
att att att
. . .
com com com
Subject subject Subject
: : :
Re re Re
: : :
An an An
agnostic agnost agnostic
' ' '
s s s
question question question
Organization organ Organization
: : :
AT at AT
& & &
T t T
Bell bell Bell
Labs lab Labs
Lines line Lines
: : :
42 42 42
In in In
article articl article
< < <
Apr apr Apr
. . .
17 17 17
. . .
01 01 01
. . .
11 11 11
. . .
16 16 16
. . .
1993 1993 1993
. . .
2265 2265 2265
@ @ @
geneva geneva geneva
. . .
rutgers rutger rutgers
. . .
edu edu edu
> > >
jdt jdt jdt
@ @ @
voodoo voodoo voodoo
. . .
ca ca ca
. . .
boeing boe boeing
. . .
com com com
( ( (
Jim jim Jim
Tomlinson tomlinson Tomlinson
( ( (
jimt jimt jimt
II ii II
) ) )
) ) )
writes write write
: : :
> > >
Pardon pardon Pardon
me me me
if if if
this this this
is is be
the the the
wrong wrong wrong
newsgroup newsgroup newsgroup
. . .
I i I
would would would
describe describ describe
myself myself myself
as as a
> > >
an an an
agnostic agnost agnostic
, , ,
in in in
so so so
far far far
as as a
I i I
' ' '
m m m
sure sure sure
there there there
is is be
no no no
single singl single
, , ,
universal univers universal
> > >
supreme suprem supreme
being be be
, , ,
but but but
if if if
there there there
is is be
one one one
and and and
it it it
is is be
just just just
, , ,
we we we
will will will
surely sure surely
be be be
> > >
judged judg judge
on on on
whether whether whether
we we we
lived live live
good good good
lives live life
, , ,
striving strive strive
to to to
achieve achiev achieve
that that that
> > >
goodness good goodness
that that that
is is be
within within within
the the the
power power power
of of of
each each each
of of of
us us u
. . .
Now now Now
, , ,
the the the
> > >
complication complic complication
is is be
that that that
one one one
of of of
my my my
best best best
friends friend friend
has has have
become becom become
very veri very
> > >
fundamentalist fundamentalist fundamentalist
. . .
That that That
would would would
normally normal normally
be be be
a a a
non non non
- - -
issue issu issue
with with with
me me me
, , ,
but but but
he he he
> > >
feels feel feel
it it it
is is be
his his his
responsibility respons responsibility
to to to
proselytize proselyt proselytize
me me me
( ( (
which which which
I i I
guess guess guess
it it it
is is be
, , ,
> > >
according accord accord
to to to
his his his
faith faith faith
) ) )
. . .
This this This
is is be
a a a
great great great
strain strain strain
to to to
our our our
friendship friendship friendship
. . .
. . .
. . .
Sorry sorri Sorry
to to to
disappoint disappoint disappoint
you you you
, , ,
but but but
I i I
' ' '
m m m
afraid afraid afraid
your your your
friendship friendship friendship
is is be
in in in
danger danger danger
. . .
Perhaps perhap Perhaps
you you you
should should should
examine examin examine
in in in
yourself yourself yourself
why whi why
as as a
such such such
a a a
good good good
friend friend friend
, , ,
you you you
are are be
unwilling unwil unwilling
to to to
accept accept accept
this this this
imortant imort imortant
part part part
of of of
your your your
friends friend friend
life life life
? ? ?
Why whi Why
do do do
you you you
call call call
into into into
question question question
his his his
faith faith faith
? ? ?
Your your Your
friend friend friend
has has have
changed chang change
, , ,
he he he
has has have
found found find
something someth something
that that that
fills fill fill
a a a
need need need
in in in
his his his
life life life
. . .
You you You
need need need
to to to
decide decid decide
if if if
you you you
are are be
still still still
his his his
friend friend friend
, , ,
whether whether whether
you you you
can can can
accommodate accommod accommodate
his his his
new new new
life life life
. . .
It it It
sounds sound sound
as as a
if if if
you you you
are are be
criticizing critic criticize
him him him
for for for
a a a
fundamental fundament fundamental
belief belief belief
in in in
the the the
Bible bibl Bible
, , ,
yet yet yet
you you you
are are be
quick quick quick
to to to
reveal reveal reveal
that that that
your your your
fundamental fundament fundamental
belief belief belief
that that that
it it it
is is be
