From from From
: : :
news news news
@ @ @
cbnewsk cbnewsk cbnewsk
. . .
att att att
. . .
com com com
Subject subject Subject
: : :
Re re Re
: : :
anger anger anger
Organization organ Organization
: : :
AT at AT
& & &
T t T
Bell bell Bell
Labs lab Labs
Lines line Lines
: : :
31 31 31
> > >
Paul paul Paul
Conditt conditt Conditt
writes write write
: : :
> > >
> > >
In in In
case case case
you you you
couldn couldn couldn
' ' '
t t t
tell tell tell
, , ,
I i I
get get get
* * *
extremely extrem extremely
* * *
angry angri angry
and and and
upset upset upset
when when when
> > >
> > >
I i I
see see see
things thing thing
like like like
this this this
. . .
Instead instead Instead
of of of
rationalizing ration rationalize
our our our
own own own
fears fear fear
and and and
> > >
> > >
phobias phobia phobia
, , ,
we we we
need need need
to to to
be be be
reaching reach reach
out out out
to to to
people peopl people
with with with
AIDS aid AIDS
and and and
other other other
> > >
> > >
socially social socially
unacceptable unaccept unacceptable
diseases diseas disease
. . .
Whether whether Whether
they they they
got got get
the the the
disease diseas disease
through through through
> > >
> > >
their their their
own own own
actions action action
or or or
not not not
is is be
irrelevant irrelev irrelevant
. . .
They they They
still still still
need need need
Jesus jesus Jesus
. . .
. . .
. . .
Aaron aaron Aaron
Bryce bryce Bryce
Cardenas cardena Cardenas
) ) )
writes write write
: : :
> > >
The the The
first first first
issue issu issue
you you you
bring bring bring
up up up
is is be
your your your
anger anger anger
. . .
It it It
is is be
" " "
obvious obvious obvious
" " "
ly ly ly
wrong wrong wrong
to to to
> > >
be be be
angry angri angry
( ( (
Gal gal Gal
5 5 5
: : :
19 19 19
- - -
20 20 20
) ) )
for for for
any ani any
reason reason reason
, , ,
especially especi especially
* * *
extremely extrem extremely
* * *
angry angri angry
> > >
which which which
is is be
on on on
par par par
with with with
hatred hatr hatred
. . .
Jesus jesus Jesus
has has have
every everi every
reason reason reason
to to to
be be be
angry angri angry
at at at
us us u
> > >
for for for
putting put put
him him him
on on on
the the the
cross cross cross
with with with
our our our
sin sin sin
, , ,
yet yet yet
his his his
prayer prayer prayer
was was be
" " "
forgive forgiv forgive
> > >
them them them
Father father Father
, , ,
they they they
know know know
not not not
what what what
they they they
do do do
. . .
" " "
. . .
. . .
. . .
I i I
don don don
' ' '
t t t
know know know
why whi why
it it it
is is be
so so so
obvious obvious obvious
. . .
We we We
are are be
not not not
speaking speak speak
of of of
acts act act
of of of
the the the
flesh flesh flesh
. . .
We we We
are are be
just just just
speaking speak speak
of of of
emotions emot emotion
. . .
Emotions emot Emotions
are are be
not not not
of of of
themselves themselv themselves
moral moral moral
or or or
immoral immor immoral
, , ,
good good good
or or or
bad bad bad
. . .
Emotions emot Emotions
just just just
are are be
. . .
The the The
first first first
step step step
is is be
not not not
to to to
label label label
his his his
emotion emot emotion
as as a
good good good
or or or
bad bad bad
or or or
to to to
numb numb numb
ourselves ourselv ourselves
so so so
that that that
we we we
hide hide hide
our our our
true true true
feelings feel feeling
, , ,
it it it
is is be
to to to
accept accept accept
ourselves ourselv ourselves
as as a
we we we
are are be
, , ,
as as a
God god God
accepts accept accept
us us u
. . .
It it It
seems seem seem
that that that
Paul paul Paul
' ' '
s s s
anger anger anger
he he he
has has have
accepted accept accept
and and and
channeled channel channel
it it it
to to to
a a a
plea plea plea
to to to
all all all
of of of
us us u
to to to
refrain refrain refrain
from from from
passing pass pass
judgement judgement judgement
on on on
those those those
afflicted afflict afflict
with with with
a a a
disease diseas disease
and and and
to to to
reach reach reach
out out out
to to to
others other others
. . .
Give give Give
in in in
? ? ?
Calling call Calling
his his his
arguments argument argument
foolish foolish foolish
, , ,
belittling belittl belittle
them them them
to to to
only onli only
quarrels quarrel quarrel
, , ,
avoiding avoid avoid
action action action
because becaus because
of of of
fear fear fear
to to to
give give give
others other others
a a a
bad bad bad
feeling feel feeling
, , ,
he he he
' ' '
s s s
not not not
forgiving forgiv forgive
? ? ?
Re re Re
- - -
think think think
it it it
, , ,
Aaron aaron Aaron
. . .
Don don Don
' ' '
t t t
be be be
quick quick quick
to to to
judge judg judge
. . .
He he He
has has have
forgiven forgiven forgive
those those those
with with with
AIDS aid AIDS
, , ,
he he he
has has have
dealt dealt deal
with with with
and and and
taken taken take
responsibility respons responsibility
for for for
his his his
feelings feel feeling
and and and
made made make
appropriate appropri appropriate
choices choic choice
for for for
action action action
on on on
such such such
feelings feel feeling
. . .
He he He
has has have
not not not
given given give
in in in
to to to
his his his
anger anger anger
. . .
Joe joe Joe
Moore moor Moore
