From from From
: : :
aa aa aa
888 888 888
@ @ @
freenet freenet freenet
. . .
carleton carleton carleton
. . .
ca ca ca
( ( (
Mark mark Mark
Baker baker Baker
) ) )
Subject subject Subject
: : :
Re re Re
: : :
The the The
arrogance arrog arrogance
of of of
Christians christian Christians
Reply repli Reply
- - -
To to To
: : :
aa aa aa
888 888 888
@ @ @
freenet freenet freenet
. . .
carleton carleton carleton
. . .
ca ca ca
( ( (
Mark mark Mark
Baker baker Baker
) ) )
Organization organ Organization
: : :
The the The
National nation National
Capital capit Capital
Freenet freenet Freenet
Lines line Lines
: : :
106 106 106
To to To
what what what
follows follow follow
, , ,
our our our
moderator moder moderator
has has have
already alreadi already
answered answer answer
the the the
charge charg charge
of of of
arrogance arrog arrogance
more more more
ably abli ably
that that that
I i I
could could could
have have have
done done do
so so so
, , ,
so so so
I i I
will will will
confine confin confine
myself myself myself
to to to
answering answer answer
the the the
charge charg charge
of of of
illogic illog illogic
. . .
In in In
a a a
previous previous previous
article articl article
, , ,
Eugene eugen Eugene
. . .
Bigelow bigelow Bigelow
@ @ @
ebay ebay ebay
. . .
sun sun sun
. . .
com com com
( ( (
Geno geno Geno
) ) )
says say say
: : :
> > >
> > >
If if If
I i I
don don don
' ' '
t t t
think think think
my my my
belief belief belief
is is be
right right right
and and and
everyone everyon everyone
else els else
' ' '
s s s
belief belief belief
is is be
wrong wrong wrong
, , ,
> > >
> > >
then then then
I i I
don don don
' ' '
t t t
have have have
a a a
belief belief belief
. . .
This this This
is is be
simply simpli simply
what what what
belief belief belief
means mean mean
. . .
> > >
> > >
Unfortunatly unfortunat Unfortunatly
, , ,
this this this
seems seem seem
to to to
be be be
how how how
Christians christian Christians
are are be
taught taught teach
to to to
think think think
when when when
> > >
it it it
comes come come
to to to
their their their
religion religion religion
. . .
This this This
is is be
how how how
everyone everyon everyone
in in in
the the the
western western western
intellectual intellectu intellectual
tradition tradit tradition
is is be
, , ,
or or or
was was be
, , ,
taught taught teach
to to to
think think think
. . .
It it It
is is be
the the the
fundamental fundament fundamental
premis premi premis
" " "
A a A
is is be
not not not
not not not
- - -
A a A
" " "
. . .
If if If
a a a
thing thing thing
is is be
true true true
then then then
its it it
converse convers converse
is is be
necessarilly necessarilli necessarilly
false fals false
. . .
Without without Without
this this this
basic basic basic
asumption asumpt asumption
theology theolog theology
and and and
science scienc science
as as a
we we we
know know know
them them them
are are be
alike alik alike
impossible imposs impossible
. . .
We we We
should should should
distinguish distinguish distinguish
the the the
strong strong strong
and and and
weak weak weak
meanings mean meaning
of of of
the the the
word word word
" " "
believe believ believe
" " "
, , ,
however howev however
. . .
The the The
weak weak weak
sense sens sense
means mean mean
I i I
am am be
not not not
sure sure sure
. . .
" " "
I i I
believe believ believe
Tom tom Tom
went went go
to to to
the the the
library librari library
. . .
" " "
( ( (
but but but
he he he
could could could
have have have
gone gone go
to to to
the the the
track track track
) ) )
. . .
The the The
strong strong strong
sense sens sense
means mean mean
I i I
am am be
so so so
certain certain certain
that that that
I i I
use use use
it it it
as as a
a a a
basis basi basis
of of of
thought thought thought
. . .
" " "
I i I
believe believ believe
that that that
nature natur nature
operates oper operate
according accord accord
to to to
certain certain certain
fundamental fundament fundamental
laws law law
. . .
" " "
( ( (
despite despit despite
the the the
fact fact fact
that that that
nature natur nature
* * *
appears appear appear
* * *
capricious caprici capricious
and and and
unpredictable unpredict unpredictable
) ) )
. . .
Christian christian Christian
belief belief belief
is is be
of of of
the the the
strong strong strong
kind kind kind
. . .
( ( (
Though though Though
Christians christian Christians
may may may
well well well
hold hold hold
beliefs belief belief
of of of
the the the
weak weak weak
kind kind kind
on on on
any ani any
number number number
of of of
theological theolog theological
and and and
ecclesiological ecclesiolog ecclesiological
topics topic topic
. . .
) ) )
> > >
Some some Some
take take take
it it it
to to to
the the the
extreme extrem extreme
and and and
say say say
that that that
> > >
their their their
religion religion religion
is is be
the the the
ONLY onli ONLY
one one one
and and and
if if if
you you you
don don don
' ' '
t t t
accept accept accept
their their their
teachings teach teaching
> > >
then then then
you you you
won won win
' ' '
t t t
be be be
" " "
saved save saved
" " "
. . .
Note note Note
that that that
these these these
are are be
two two two
separate separ separate
ideas idea idea
. . .
Most most Most
hold hold hold
the the the
first first first
view view view
, , ,
but but but
the the the
majority major majority
do do do
not not not
hold hold hold
the the the
second second second
. . .
Is is Is
is is be
again again again
a a a
matter matter matter
of of of
pure pure pure
logic logic logic
that that that
if if if
Christanity christan Christanity
is is be
true true true
, , ,
then then then
Hinduism hinduism Hinduism
( ( (
for for for
example exampl example
) ) )
must must must
necessarilly necessarilli necessarilly
be be be
false fals false
, , ,
insofar insofar insofar
as as a
it it it
contradicts contradict contradict
or or or
is is be
incompatible incompat incompatible
with with with
, , ,
Christaianity christaian Christaianity
. . .
( ( (
And and And
, , ,
as as a
a a a
matter matter matter
of of of
* * *
logic logic logic
* * *
, , ,
vice vice vice
versa versa versa
. . .
) ) )
> > >
It it It
takes take take
quite quit quite
a a a
bit bit bit
of of of
arrogance arrog arrogance
to to to
claim claim claim
> > >
to to to
know know know
what what what
God god God
thinks think think
/ / /
wants want want
. . .
It it It
is is be
arrogant arrog arrogant
to to to
claim claim claim
to to to
know know know
what what what
* * *
anyone anyon anyone
* * *
thinks think think
or or or
wants want want
, , ,
unless unless unless
they they they
have have have
told told tell
you you you
. . .
Christians christian Christians
believe believ believe
God god God
has has have
told told tell
us us u
what what what
he he he
thinks think think
and and and
wants want want
. . .
> > >
Especially especi Especially
when when when
it it it
' ' '
s s s
based base base
upon upon upon
your your your
> > >
interpretation interpret interpretation
of of of
a a a
book book book
. . .
Most most Most
Christians christian Christians
do do do
not not not
base base base
their their their
belief belief belief
on on on
the the the
Bible bibl Bible
, , ,
but but but
on on on
the the the
living live living
tradition tradit tradition
of of of
the the the
Church church Church
established establish establish
by by by
Christ christ Christ
and and and
guided guid guide
constantly constant constantly
by by by
the the the
Holy holi Holy
Spirit spirit Spirit
. . .
The the The
Bible bibl Bible
is is be
simply simpli simply
the the the
written written write
core core core
of of of
that that that
tradition tradit tradition
. . .
> > >
The the The
logic logic logic
in in in
the the the
above abov above
statement statement statement
is is be
faulty faulti faulty
> > >
in in in
that that that
it it it
assumes assum assume
two two two
people peopl people
with with with
differing differ differ
beliefs belief belief
can can can
' ' '
t t t
both both both
be be be
> > >
correct correct correct
. . .
If if If
depends depend depend
what what what
you you you
mean mean mean
by by by
differing differ differ
. . .
If if If
I i I
believe believ believe
Tom tom Tom
is is be
six six six
feet feet foot
tall tall tall
and and and
you you you
believe believ believe
he he he
weighs weigh weigh
200 200 200
pounds pound pound
, , ,
our our our
beliefs belief belief
differ differ differ
, , ,
but but but
we we we
may may may
both both both
be be be
right right right
. . .
If if If
I i I
believe believ believe
Tom tom Tom
is is be
six six six
feet feet foot
tall tall tall
and and and
you you you
beleive beleiv beleive
that that that
he he he
is is be
four four four
foot foot foot
nine nine nine
, , ,
one one one
of of of
us us u
, , ,
at at at
least least least
, , ,
must must must
be be be
wrong wrong wrong
. . .
> > >
It it It
' ' '
s s s
all all all
about about about
perception percept perception
. . .
No no No
two two two
people peopl people
are are be
exactly exact exactly
alike alik alike
. . .
> > >
No no No
two two two
people peopl people
perceive perceiv perceive
everything everyth everything
in in in
the the the
same same same
way way way
. . .
I i I
believe believ believe
that that that
> > >
there there there
is is be
one one one
truth truth truth
. . .
Call call Call
it it it
God god God
' ' '
s s s
truth truth truth
, , ,
a a a
universal univers universal
truth truth truth
, , ,
or or or
call call call
it it it
> > >
what what what
you you you
will will will
. . .
I i I
don don don
' ' '
t t t
believe believ believe
God god God
presents present present
this this this
truth truth truth
. . .
I i I
think think think
it it it
is is be
> > >
just just just
there there there
and and and
it it it
' ' '
s s s
up up up
to to to
you you you
to to to
look look look
for for for
and and and
see see see
it it it
, , ,
through through through
prayer prayer prayer
, , ,
> > >
meditation medit meditation
, , ,
inspir inspir inspir
- - -
ation ation ation
, , ,
dreams dream dream
or or or
whatever whatev whatever
. . .
Just just Just
because becaus because
people peopl people
may may may
> > >
perceive perceiv perceive
this this this
truth truth truth
differently differ differently
, , ,
it it it
doesn doesn doesn
' ' '
t t t
mean mean mean
one one one
is is be
wrong wrong wrong
and and and
the the the
> > >
other other other
is is be
right right right
. . .
Thus thus Thus
you you you
believe believ believe
that that that
there there there
is is be
a a a
single singl single
truth truth truth
but but but
that that that
no no no
human human human
being be be
can can can
find find find
it it it
. . .
You you You
assert assert assert
that that that
anyone anyon anyone
who who who
believe believ believe
that that that
we we we
can can can
find find find
absolute absolut absolute
truth truth truth
is is be
mistaken mistaken mistake
. . .
In in In
short short short
, , ,
you you you
believe believ believe
that that that
anyone anyon anyone
who who who
does doe do
not not not
share share share
your your your
belief belief belief
on on on
this this this
point point point
is is be
wrong wrong wrong
. . .
QED qed QED
. . .
> > >
As as As
an an an
example exampl example
, , ,
take take take
the the the
question question question
, , ,
" " "
Is is Is
the the the
glass glass glass
half half half
> > >
empty empti empty
or or or
half half half
full full full
" " "
? ? ?
You you You
can can can
have have have
two two two
different differ different
answers answer answer
which which which
are are be
> > >
contradictory contradictori contradictory
and and and
yet yet yet
both both both
are are be
correct correct correct
. . .
So so So
, , ,
for for for
your your your
belief belief belief
to to to
be be be
> > >
true true true
, , ,
does doe do
not not not
require requir require
everyone everyon everyone
else els else
' ' '
s s s
belief belief belief
to to to
be be be
wrong wrong wrong
. . .
Here here Here
I i I
begin begin begin
to to to
suspect suspect suspect
that that that
your your your
real real real
difficulty difficulti difficulty
is is be
not not not
with with with
the the the
knowability knowabl knowability
of of of
truth truth truth
, , ,
but but but
simply simpli simply
with with with
language languag language
. . .
Saying say Saying
that that that
the the the
glass glass glass
is is be
half half half
empty empti empty
is is be
not not not
a a a
contradiction contradict contradiction
of of of
the the the
statement statement statement
that that that
it it it
is is be
half half half
full full full
: : :
it it it
is is be
the the the
same same same
fact fact fact
expressed express express
in in in
different differ different
words word word
. . .
( ( (
The the The
whole whole whole
point point point
of of of
this this this
phrase phrase phrase
is is be
to to to
illustrate illustr illustrate
the the the
different differ different
ways way way
the the the
pessimist pessimist pessimist
and and and
the the the
optimist optimist optimist
express express express
the the the
* * *
same same same
* * *
fact fact fact
. . .
) ) )
It it It
is is be
, , ,
of of of
course cours course
, , ,
quite quit quite
true true true
that that that
different differ different
people peopl people
may may may
express express express
the the the
same same same
belief belief belief
in in in
different differ different
words word word
. . .
It it It
is is be
also also also
true true true
that that that
they they they
may may may
fail fail fail
to to to
understand understand understand
each each each
other other other
' ' '
s s s
words word word
as as a
expressions express expression
of of of
the the the
same same same
belief belief belief
and and and
may may may
argue argu argue
bitterly bitter bitterly
and and and
believe believ believe
that that that
they they they
are are be
miles mile mile
apart apart apart
. . .
Great great Great
scisms scism scisms
have have have
occurred occur occur
in in in
just just just
this this this
way way way
, , ,
and and and
much much much
ecumenical ecumen ecumenical
work work work
has has have
been been be
done done do
simply simpli simply
in in in
resolving resolv resolve
differences differ difference
in in in
language languag language
which which which
conceal conceal conceal
agreement agreement agreement
in in in
belief belief belief
. . .
This this This
does doe do
not not not
mean mean mean
, , ,
in in in
any ani any
sense sens sense
, , ,
that that that
all all all
beliefs belief belief
are are be
equally equal equally
valid valid valid
. . .
Since sinc Since
some some some
of of of
the the the
beliefs belief beliefs
people peopl people
hold hold hold
contradict contradict contradict
some some some
other other other
beliefs belief belief
that that that
other other other
people peopl people
hold hold hold
, , ,
after after after
all all all
obfuscations obfusc obfuscation
of of of
language languag language
and and and
culture cultur culture
in in in
the the the
expression express expression
of of of
those those those
beliefs belief belief
have have have
been been be
stripped strip strip
away away away
, , ,
some some some
of of of
the the the
beliefs belief belief
that that that
some some some
people peopl people
hold hold hold
must must must
, , ,
* * *
* * *
necessarilly necessarilli necessarilly
* * *
* * *
be be be
false fals false
, , ,
and and and
it it it
is is be
neither neither neither
arrogant arrog arrogant
nor nor nor
illogical illog illogical
to to to
say say say
so so so
. . .
If if If
I i I
believe believ believe
X x X
and and and
you you you
believe believ believe
Y y Y
we we we
may may may
both both both
be be be
correct correct correct
, , ,
but but but
if if if
Y y Y
is is be
equivalent equival equivalent
to to to
not not not
- - -
X x X
then then then
one one one
of of of
us us u
is is be
wrong wrong wrong
and and and
as as as
long long long
as as a
we we we
hold hold hold
our our our
respective respect respective
beliefs belief belief
, , ,
we we we
must must must
each each each
regard regard regard
the the the
other other other
as as a
in in in
error error error
. . .
- - -
- - -
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
Mark mark Mark
Baker baker Baker
| | |
" " "
The the The
task task task
. . .
. . .
. . .
is is be
not not not
to to to
cut cut cut
down down down
jungles jungl jungle
, , ,
but but but
aa aa aa
888 888 888
@ @ @
Freenet freenet Freenet
. . .
carleton carleton carleton
. . .
ca ca ca
| | |
to to to
irrigate irrig irrigate
deserts desert desert
. . .
" " "
- - -
- - -
C c C
. . .
S s S
. . .
Lewis lewi Lewis
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
= = =
