From from From
: : :
db db db
7 7 7
n n n
+ + +
@ @ @
andrew andrew andrew
. . .
cmu cmu cmu
. . .
edu edu edu
( ( (
D d D
. . .
Andrew andrew Andrew
Byler byler Byler
) ) )
Subject subject Subject
: : :
Monophysites monophysit Monophysites
and and and
Mike mike Mike
Walker walker Walker
Lines line Lines
: : :
45 45 45
> > >
- - -
Mike mike Mike
Walker walker Walker
> > >
> > >
[ [ [
If if If
you you you
are are be
using use use
the the the
standard standard standard
formula formula formula
of of of
fully fulli fully
God god God
and and and
fully fulli fully
human human human
, , ,
> > >
that that that
I i I
' ' '
m m m
not not not
sure sure sure
why whi why
you you you
object object object
to to to
saying say say
that that that
Jesus jesus Jesus
was was be
human human human
. . .
I i I
> > >
think think think
the the the
usual usual usual
analysis analysi analysis
would would would
be be be
that that that
sin sin sin
is is be
not not not
part part part
of of of
the the the
basic basic basic
> > >
definition definit definition
of of of
humanity human humanity
. . .
It it It
' ' '
s s s
a a a
consequence consequ consequence
of of of
the the the
fall fall fall
. . .
Jesus jesus Jesus
is is be
> > >
human human human
, , ,
but but but
not not not
a a a
fallen fallen fall
human human human
. . .
- - -
- - -
clh clh clh
] ] ]
The the The
proper proper proper
term term term
for for for
what what what
Mike mike Mike
expresses express express
is is be
Monophysitism monophysit Monophysitism
. . .
This this This
was was be
a a a
heresy heresi heresy
that that that
was was be
condemned condemn condemn
in in in
the the the
Council council Council
of of of
Chalcedon chalcedon Chalcedon
in in in
451 451 451
AD ad AD
. . .
It it It
grew grew grow
up up up
in in in
reaction reaction reaction
to to to
Nestorianism nestorian Nestorianism
, , ,
which which which
held held hold
that that that
the the the
Son son Son
and and and
Jesus jesus Jesus
are are be
two two two
different differ different
people peopl people
who who who
happened happen happen
to to to
be be be
united unit unite
in in in
the the the
same same same
body bodi body
temporarily temporarili temporarily
. . .
Monophysitism monophysit Monophysitism
is is be
held held hold
by by by
the the the
Copts copt Copts
of of of
Egypt egypt Egypt
and and and
Ethipoia ethipoia Ethipoia
and and and
by by by
the the the
Jacobites jacobit Jacobites
of of of
Syria syria Syria
and and and
the the the
Armenian armenian Armenian
Orthodox orthodox Orthodox
. . .
It it It
believes believ believe
that that that
Jesus jesus Jesus
Christ christ Christ
was was be
God god God
( ( (
which which which
is is be
correct correct correct
) ) )
, , ,
that that that
he he he
was was be
man man man
( ( (
which which which
is is be
correct correct correct
) ) )
, , ,
that that that
he he he
was was be
one one one
person person person
( ( (
which which which
is is be
correct correct correct
) ) )
, , ,
but but but
that that that
he he he
had had have
only onli only
one one one
nature natur nature
and and and
one one one
will will will
and and and
oen oen oen
energy energi energy
( ( (
which which which
is is be
heretical heret heretical
, , ,
the the the
orthodox orthodox orthodox
position posit position
is is be
that that that
he he he
had had have
two two two
natures natur nature
and and and
two two two
wills will will
and and and
two two two
energies energi energy
, , ,
both both both
divine divin divine
and and and
human human human
, , ,
though though though
the the the
wills will will
were were be
in in in
perfect perfect perfect
harmony harmoni harmony
) ) )
. . .
That that That
is is be
what what what
Mike mike Mike
is is be
trying tri try
to to to
get get get
across across across
, , ,
that that that
while while while
Jesus jesus Jesus
came came come
in in in
human human human
form form form
, , ,
Mike mike Mike
says say say
He he He
did did do
not not not
have have have
a a a
human human human
nature natur nature
or or or
a a a
human human human
will will will
. . .
In in In
reality realiti reality
, , ,
he he he
had had have
both both both
, , ,
though though though
neither neither neither
made made make
him him him
subject subject subject
to to to
