From from From
: : :
howland howland howland
@ @ @
noc noc noc
2 2 2
. . .
arc arc arc
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
Curt curt Curt
Howland howland Howland
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Another anoth Another
question question question
about about about
synthetic synthet synthetic
engi engi engi
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
news news news
. . .
1993 1993 1993
Apr apr Apr
6 6 6
. . .
020533 020533 020533
. . .
6165 6165 6165
Distribution distribut Distribution
: : :
usa usa usa
Organization organ Organization
: : :
NASA nasa NASA
Science scienc Science
Internet internet Internet
Project project Project
Office offic Office
Lines line Lines
: : :
21 21 21
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
5 5 5
. . .
133542 133542 133542
. . .
19077 19077 19077
@ @ @
porthos portho porthos
. . .
cc cc cc
. . .
bellcore bellcor bellcore
. . .
com com com
> > >
, , ,
fist fist fist
@ @ @
iscp iscp iscp
. . .
bellcore bellcor bellcore
. . .
com com com
( ( (
Richard richard Richard
Pierson pierson Pierson
) ) )
writes write write
: : :
| | |
> > >
Two two Two
years year year
ago ago ago
he he he
went went go
to to to
work work work
for for for
CONRAIL conrail CONRAIL
as as a
a a a
mechanic mechan mechanic
. . .
| | |
> > >
On on On
the the the
EMD emd EMD
and and and
GE ge GE
power power power
units unit unit
( ( (
train train train
engines engin engine
) ) )
they they they
NEVER never NEVER
| | |
> > >
EVER ever EVER
change chang change
the the the
oil oil oil
, , ,
just just just
the the the
filters filter filter
I i I
remember rememb remember
seeing see see
an an an
artical artic artical
on on on
large larg large
- - -
engine engin engine
oil oil oil
requirements requir requirement
, , ,
and and and
one one one
of of of
the the the
ways way way
of of of
prolonging prolong prolong
the the the
life life life
of of of
the the the
oil oil oil
was was be
to to to
run run run
through through through
a a a
heated heat heat
un un un
- - -
presurized presur presurized
chamber chamber chamber
to to to
allow allow allow
water water water
and and and
volitiles volitil volitiles
to to to
boil boil boil
off off off
. . .
This this This
made made make
such such such
long long long
- - -
term term term
usage usag usage
of of of
oil oil oil
practical practic practical
. . .
Isn isn Isn
' ' '
t t t
the the the
Discovery discoveri Discovery
channel channel channel
great great great
! ! !
? ? ?
! ! !
- - -
- - -
- - -
Curt curt Curt
Howland howland Howland
" " "
Ace ace Ace
" " "
DoD dod DoD
# # #
0663 0663 0663
EFF eff EFF
# # #
569 569 569
howland howland howland
@ @ @
nsipo nsipo nsipo
. . .
nasa nasa nasa
. . .
gov gov gov
' ' '
82 82 82
V v V
45 45 45
Sabre sabr Sabre
Meddle meddl Meddle
not not not
in in in
the the the
afairs afair afairs
of of of
Wizards wizard Wizards
, , ,
for for for
it it it
makes make make
them them them
soggy soggi soggy
and and and
hard hard hard
to to to
re re re
- - -
light light light
. . .
