From from From
: : :
jrwaters jrwater jrwaters
@ @ @
eos eo eos
. . .
ncsu ncsu ncsu
. . .
edu edu edu
( ( (
JACK jack JACK
ROGERS roger ROGERS
WATERS water WATERS
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Your your Your
opinion opinion opinion
and and and
what what what
it it it
means mean mean
to to to
me me me
. . .
Organization organ Organization
: : :
North north North
Carolina carolina Carolina
State state State
University univers University
, , ,
Project project Project
Eos eo Eos
Lines line Lines
: : :
74 74 74
In in In
article articl article
< < <
1993 1993 1993
Apr apr Apr
20 20 20
. . .
204831 204831 204831
. . .
19788 19788 19788
@ @ @
rtsg rtsg rtsg
. . .
mot mot mot
. . .
com com com
> > >
svoboda svoboda svoboda
@ @ @
rtsg rtsg rtsg
. . .
mot mot mot
. . .
com com com
( ( (
David david David
Svoboda svoboda Svoboda
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
13516 13516 13516
@ @ @
news news news
. . .
duke duke duke
. . .
edu edu edu
> > >
infante infant infante
@ @ @
acpub acpub acpub
. . .
duke duke duke
. . .
edu edu edu
( ( (
Andrew andrew Andrew
Infante infant Infante
) ) )
writes write write
: : :
> > >
| | |
Well well Well
, , ,
as as a
a a a
few few few
of of of
you you you
so so so
aptly apt aptly
put put put
it it it
, , ,
> > >
| | |
get get get
off off off
the the the
road road road
, , ,
jerk jerk jerk
, , ,
we we we
don don don
' ' '
t t t
wanna wanna wanna
hear hear hear
your your your
> > >
| | |
whining whine whining
. . .
> > >
| | |
> > >
| | |
Fine fine Fine
. . .
> > >
| | |
> > >
| | |
Fuck fuck Fuck
off off off
too too too
. . .
> > >
| | |
> > >
| | |
If if If
you you you
noticed notic notice
, , ,
it it it
was was be
in in in
91 91 91
, , ,
more more more
than than than
two two two
years year year
ago ago ago
, , ,
> > >
| | |
and and and
YES yes YES
, , ,
I i I
' ' '
ve ve ve
learned learn learn
, , ,
and and and
it it it
' ' '
s s s
cost cost cost
me me me
. . .
> > >
| | |
> > >
| | |
And and And
yes yes yes
, , ,
I i I
' ' '
ve ve ve
known known know
people peopl people
( ( (
friends friend friend
and and and
relatives relat relative
) ) )
who who who
' ' '
ve ve ve
> > >
| | |
been been be
involved involv involve
in in in
drunk drunk drunk
- - -
related relat related
accidents accid accident
( ( (
not not not
them them them
, , ,
they they they
were were be
hit hit hit
) ) )
> > >
| | |
and and and
my my my
cousin cousin cousin
is is be
still still still
recovering recov recover
. . .
> > >
| | |
> > >
| | |
No no No
, , ,
I i I
can can can
' ' '
t t t
take take take
back back back
what what what
happened happen happen
. . .
> > >
| | |
> > >
| | |
Yes yes Yes
, , ,
it it it
was was be
stupid stupid stupid
. . .
> > >
| | |
> > >
| | |
But but But
, , ,
by by by
reminding remind remind
me me me
about about about
it it it
all all all
the the the
time time time
, , ,
you you you
' ' '
re re re
> > >
| | |
neither neither neither
helping help help
me me me
or or or
yourself yourself yourself
, , ,
so so so
stuff stuff stuff
your your your
opinion opinion opinion
. . .
> > >
> > >
Hey hey Hey
, , ,
man man man
, , ,
you you you
brought brought bring
it it it
up up up
. . .
I i I
agree agre agree
completely complet completely
, , ,
driving drive drive
drunk drunk drunk
is is be
really realli really
> > >
stupid stupid stupid
, , ,
and and and
I i I
understand understand understand
and and and
appreciate appreci appreciate
that that that
you you you
feel feel feel
bad bad bad
about about about
it it it
. . .
But but But
> > >
DWI dwi DWI
is is be
endemic endem endemic
in in in
our our our
society societi society
. . .
It it It
is is be
a a a
REAL real REAL
problem problem problem
. . .
And and And
we we we
, , ,
as as a
> > >
motorcyclists motorcyclist motorcyclist
, , ,
can can can
be be be
in in in
the the the
worst worst bad
of of of
vulnerable vulner vulnerable
positions posit position
around around around
a a a
drunk drunk drunk
> > >
driver driver driver
. . .
