From from From
: : :
leavitt leavitt leavitt
@ @ @
cs cs c
. . .
umd umd umd
. . .
edu edu edu
( ( (
Mr mr Mr
. . .
Bill bill Bill
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Countersteering counterst Countersteering
_ _ _
FAQ faq FAQ
please pleas please
post post post
Organization organ Organization
: : :
The the The
Cafe cafe Cafe
at at at
the the the
Edge edg Edge
of of of
the the the
Universe univers Universe
Lines line Lines
: : :
39 39 39
mjs mjs mjs
@ @ @
sys sys sys
. . .
uea uea uea
. . .
ac ac ac
. . .
uk uk uk
( ( (
Mike mike Mike
Sixsmith sixsmith Sixsmith
) ) )
writes write write
: : :
mjs mjs mjs
> > >
No no No
No no No
No no No
No no No
! ! !
! ! !
All all All
I i I
am am be
saying say say
is is be
that that that
you you you
don don don
' ' '
t t t
even even even
need need need
to to to
tell tell tell
people peopl people
mjs mjs mjs
> > >
the the the
technique techniqu technique
of of of
countersteering counterst countersteering
, , ,
cos cos co
they they they
will will will
do do do
it it it
intuitively intuit intuitively
the the the
first first first
mjs mjs mjs
> > >
time time time
they they they
try tri try
to to to
go go go
round round round
a a a
corner corner corner
. . .
karr karr karr
@ @ @
cs cs c
. . .
cornell cornel cornell
. . .
edu edu edu
( ( (
David david David
Karr karr Karr
) ) )
writes write write
: : :
karr karr karr
> > >
Are are Are
you you you
sure sure sure
? ? ?
Remember rememb Remember
that that that
you you you
* * *
can can can
* * *
get get get
around around around
corners corner corner
without without without
karr karr karr
> > >
countersteering counterst countersteering
. . .
In in In
fact fact fact
, , ,
my my my
Experienced experienc Experienced
Rider rider Rider
Course cours Course
instructors instructor instructor
karr karr karr
> > >
claimed claim claim
that that that
they they they
could could could
get get get
on on on
behind behind behind
a a a
new new new
rider rider rider
and and and
make make make
the the the
bike bike bike
karr karr karr
> > >
turn turn turn
to to to
whichever whichev whichever
side side side
they they they
wanted want want
just just just
by by by
shifting shift shift
their their their
weight weight weight
karr karr karr
> > >
around around around
, , ,
even even even
when when when
the the the
operator oper operator
was was be
trying tri try
to to to
turn turn turn
in in in
the the the
opposite opposit opposite
karr karr karr
> > >
direction direct direction
. . .
( ( (
I i I
admit admit admit
I i I
' ' '
ve ve ve
never never never
actually actual actually
seen seen see
this this this
. . .
) ) )
I i I
' ' '
ve ve ve
experienced experienc experience
this this this
, , ,
back back back
when when when
I i I
was was be
young young young
( ( (
er er er
) ) )
and and and
( ( (
more more more
) ) )
foolish foolish foolish
. . .
. . .
. . .
My my My
first first first
bike bike bike
used use use
to to to
track track track
extremely extrem extremely
true true true
. . .
Going go Going
down down down
the the the
highway highway highway
, , ,
I i I
would would would
set set set
the the the
throttle throttl throttle
tension tension tension
screw screw screw
up up up
enough enough enough
to to to
hold hold hold
the the the
gas gas gas
steady steadi steady
, , ,
slide slide slide
back back back
on on on
the the the
seat seat seat
and and and
lean lean lean
against against against
the the the
backrest backrest backrest
, , ,
riding ride rid
without without without
any ani any
hands hand hand
. . .
If if If
I i I
needed need need
to to to
turn turn turn
, , ,
I i I
' ' '
d d d
shift shift shift
my my my
weight weight weight
into into into
the the the
turn turn turn
, , ,
and and and
lo lo lo
and and and
behold behold behold
, , ,
the the the
bike bike bike
would would would
turn turn turn
, , ,
sans san sans
touching touch touch
the the the
bars bar bar
! ! !
Granted grant Granted
, , ,
it it it
wouldn wouldn wouldn
' ' '
t t t
turn turn turn
very veri very
fast fast fast
, , ,
but but but
it it it
proves prove prove
that that that
you you you
can can can
turn turn turn
a a a
bike bike bike
without without without
countersteering counterst countersteering
, , ,
at at at
least least least
not not not
in in in
terms term term
of of of
the the the
input input input
to to to
the the the
bar bar bar
normally normal normally
associated associ associate
with with with
countersteering counterst countersteering
. . .
As as As
I i I
' ' '
ve ve ve
said said say
, , ,
I i I
know know know
many mani many
people peopl people
who who who
think think think
all all all
you you you
do do do
is is be
lean lean lean
, , ,
and and and
any ani any
input input input
they they they
' ' '
re re re
giving give give
to to to
the the the
bar bar bar
is is be
totally total totally
unconscious unconsci unconscious
. . .
Whereas wherea Whereas
that that that
may may may
be be be
sufficient suffici sufficient
to to to
get get get
you you you
down down down
the the the
road road road
under under under
normal normal normal
circumstances circumst circumstance
, , ,
possibly possibl possibly
for for for
years year year
at at at
a a a
stretch stretch stretch
, , ,
I i I
can can can
' ' '
t t t
think think think
of of of
anybody anybodi anybody
who who who
' ' '
d d d
argue argu argue
that that that
this this this
is is be
preferable prefer preferable
to to to
properly proper properly
knowing know know
how how how
to to to
manipulate manipul manipulate
