From from From
: : :
raible raibl raible
@ @ @
nas nas na
. . .
nasa nasa nasa
. . .
gov gov gov
( ( (
Eric eric Eric
Raible raibl Raible
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Need need Need
advice advic advice
for for for
riding ride rid
with with with
someone someon someone
on on on
pillion pillion pillion
In in In
- - -
Reply repli Reply
- - -
To to To
: : :
rwert rwert rwert
@ @ @
well well well
. . .
sf sf sf
. . .
ca ca ca
. . .
us us u
' ' '
s s s
message messag message
of of of
21 21 21
Apr apr Apr
93 93 93
01 01 01
: : :
07 07 07
: : :
56 56 56
GMT gmt GMT
Organization organ Organization
: : :
Applied appli Applied
Research research Research
Office offic Office
, , ,
NASA nasa NASA
Ames ame Ames
Research research Research
Center center Center
Reply repli Reply
- - -
To to To
: : :
raible raibl raible
@ @ @
nas nas na
. . .
nasa nasa nasa
. . .
gov gov gov
Distribution distribut Distribution
: : :
na na na
Lines line Lines
: : :
22 22 22
In in In
article articl article
< < <
C c C
5 5 5
t t t
759 759 759
. . .
DsC dsc DsC
@ @ @
well well well
. . .
sf sf sf
. . .
ca ca ca
. . .
us us u
> > >
rwert rwert rwert
@ @ @
well well well
. . .
sf sf sf
. . .
ca ca ca
. . .
us us u
( ( (
Bob bob Bob
Wert wert Wert
) ) )
writes write write
: : :
I i I
need need need
some some some
advice advic advice
on on on
having have have
someone someon someone
ride ride ride
pillion pillion pillion
with with with
me me me
on on on
my my my
750 750 750
Ninja ninja Ninja
. . .
This this This
will will will
be be be
the the the
the the the
first first first
time time time
I i I
' ' '
ve ve ve
taken taken take
anyone anyon anyone
for for for
an an an
extended extend extended
ride ride ride
( ( (
read read read
: : :
farther farther farther
than than than
around around around
the the the
block block block
: : :
- - -
) ) )
. . .
We we We
' ' '
ll ll ll
be be be
riding ride rid
some some some
twisty twisti twisty
, , ,
fairly fair fairly
bumpy bumpi bumpy
roads road road
( ( (
the the the
Mines mine Mines
Road road Road
- - -
Mt mt Mt
. . .
Hamilton hamilton Hamilton
Loop loop Loop
for for for
you you you
SF sf SF
Bay bay Bay
Areans arean Areans
) ) )
. . .
I i I
' ' '
d d d
say say say
this this this
is is be
a a a
very veri very
bad bad bad
idea idea idea
- - -
you you you
should should should
start start start
out out out
with with with
something someth something
much much much
mellower mellow mellow
so so so
that that that
neither neither neither
one one one
of of of
you you you
get get get
in in in
over over over
your your your
head head head
. . .
That that That
particular particular particular
road road road
requires requir require
full full full
concentration concentr concentration
- - -
not not not
the the the
sort sort sort
of of of
thing thing thing
you you you
want want want
to to to
take take take
a a a
passenger passeng passenger
on on on
for for for
the the the
first first first
time time time
. . .
Once onc Once
you you you
both both both
decide decid decide
that that that
you you you
like like like
riding ride rid
together togeth together
, , ,
and and and
want want want
to to to
do do do
something someth something
longer longer long
and and and
more more more
challenging challeng challenging
, , ,
* * *
then then then
* * *
go go go
for for for
a a a
hard hard hard
core core core
road road road
like like like
Mines mine Mines
- - -
Mt mt Mt
. . .
Hamilton hamilton Hamilton
. . .
In in In
any ani any
case case case
, , ,
it it it
' ' '
s s s
* * *
your your your
* * *
( ( (
moral moral moral
) ) )
responsibility respons responsibility
to to to
make make make
sure sure sure
that that that
she she she
has has have
proper proper proper
gear gear gear
that that that
fits fit fit
- - -
especially especi especially
if if if
you you you
' ' '
re re re
going go go
sport sport sport
riding ride rid
. . .
- - -
Eric eric Eric
