From from From
: : :
mcguire mcguir mcguire
@ @ @
cs cs c
. . .
utexas utexa utexas
. . .
edu edu edu
( ( (
Tommy tommi Tommy
Marcus marcus Marcus
McGuire mcguir McGuire
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Countersteering counterst Countersteering
_ _ _
FAQ faq FAQ
please pleas please
post post post
Article articl Article
- - -
I i I
. . .
D d D
. . .
: : :
earth earth earth
. . .
ls ls l
1 1 1
v v v
14 14 14
INNjml innjml INNjml
Organization organ Organization
: : :
CS cs CS
Dept dept Dept
, , ,
University univers University
of of of
Texas texa Texas
at at at
Austin austin Austin
Lines line Lines
: : :
54 54 54
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
earth earth earth
. . .
cs cs c
. . .
utexas utexa utexas
. . .
edu edu edu
In in In
article articl article
< < <
12739 12739 12739
@ @ @
news news news
. . .
duke duke duke
. . .
edu edu edu
> > >
infante infant infante
@ @ @
acpub acpub acpub
. . .
duke duke duke
. . .
edu edu edu
( ( (
Andrew andrew Andrew
Infante infant Infante
) ) )
writes write write
: : :
> > >
In in In
article articl article
< < <
05 05 05
APR apr APR
93 93 93
. . .
02678944 02678944 02678944
. . .
0049 0049 0049
@ @ @
UNBVM unbvm UNBVM
1 1 1
. . .
CSD csd CSD
. . .
UNB unb UNB
. . .
CA ca CA
> > >
C c C
70 70 70
A a A
@ @ @
UNB unb UNB
. . .
CA ca CA
( ( (
C c C
70 70 70
A a A
000 000 000
) ) )
writes write writes
: : :
> > >
> > >
In in In
article articl article
< < <
C c C
4 4 4
zKCL zkcl zKCL
. . .
FGC fgc FGC
@ @ @
ux ux ux
1 1 1
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
> > >
Eric eric Eric
@ @ @
ux ux ux
1 1 1
. . .
cso cso cso
. . .
uiuc uiuc uiuc
. . .
edu edu edu
( ( (
93 93 93
CBR cbr CBR
900 900 900
RR rr RR
) ) )
writes write write
: : :
> > >
> > >
> > >
Would would Would
someone someon someone
please pleas please
post post post
the the the
countersteering counterst countersteering
FAQ faq FAQ
. . .
. . .
. . .
i i i
am am be
having have have
this this this
awful aw awful
[ [ [
. . .
. . .
. . .
] ] ]
> > >
> > >
> > >
> > >
Ummm ummm Ummm
, , ,
if if if
you you you
push push push
on on on
the the the
right right right
handle handl handle
of of of
your your your
bike bike bike
while while while
at at at
speed speed speed
and and and
> > >
> > >
your your your
bike bike bike
turns turn turn
left left leave
, , ,
methinks methink methinks
your your your
bike bike bike
has has have
a a a
problem problem problem
. . .
When when When
I i I
do do do
it it it
> > >
> > >
Really realli Really
! ! !
? ? ?
> > >
> > >
Methinks methink Methinks
somethings someth somethings
wrong wrong wrong
with with with
_ _ _
your your your
_ _ _
bike bike bike
. . .
> > >
> > >
Perhaps perhap Perhaps
you you you
meant meant mean
_ _ _
pull pull pull
_ _ _
? ? ?
> > >
> > >
Pushing push Pushing
the the the
right right right
side side side
of of of
my my my
handlebars handlebar handlebar
_ _ _
will will will
_ _ _
send send send
me me me
left left leave
. . .
> > >
> > >
It it It
should should should
. . .
> > >
REally realli REally
. . .
> > >
> > >
> > >
on on on
MY my MY
bike bike bike
, , ,
I i I
turn turn turn
right right right
. . .
No no No
wonder wonder wonder
you you you
need need need
that that that
FAQ faq FAQ
. . .
If if If
I i I
had had have
it it it
> > >
> > >
I i I
' ' '
d d d
send send send
it it it
. . .
> > >
> > >
I i I
' ' '
m m m
sure sure sure
others other others
will will will
take take take
up up up
the the the
slack slack slack
. . .
. . .
. . .
> > >
[ [ [
. . .
. . .
. . .
] ] ]
> > >
- - -
- - -
> > >
Andy andi Andy
Infante infant Infante
| | |
I i I
sometimes sometim sometimes
wish wish wish
that that that
people peopl people
would would would
put put put
a a a
little littl little
more more more
emphasis emphasi emphasis
| | |
Oh oh Oh
, , ,
lord lord lord
. . .
This this This
is is be
where where where
I i I
came came come
in in in
. . .
Obcountersteer obcounterst Obcountersteer
: : :
For for For
some some some
reason reason reason
, , ,
I i I
' ' '
ve ve ve
discovered discov discover
that that that
pulling pull pull
on on on
the the the
wrong wrong wrong
side side side
of of of
the the the
handlebars handlebar handlebar
( ( (
rather rather rather
than than than
pushing push push
on on on
the the the
other other other
wrong wrong wrong
side side side
, , ,
if if if
you you you
get get get
my my my
meaning mean meaning
) ) )
provides provid provide
a a a
feeling feel feeling
of of of
greater greater great
control control control
. . .
For for For
example exampl example
, , ,
rather rather rather
than than than
pushing push push
on on on
the the the
right right right
side side side
to to to
lean lean lean
right right right
to to to
turn turn turn
right right right
( ( (
Hi hi Hi
, , ,
Lonny lonni Lonny
! ! !
) ) )
, , ,
pulling pull pull
on on on
the the the
left left left
side side side
at at at
least least least
until until until
I i I
get get get
leaned lean lean
over over over
to to to
the the the
right right right
feels feel feel
more more more
secure secur secure
and and and
less less less
counter counter counter
- - -
intuitive intuit intuitive
. . .
Maybe mayb Maybe
I i I
need need need
psychological psycholog psychological
help help help
. . .
Obcountersteer obcounterst Obcountersteer
v v v
2 2 2
. . .
0 0 0
: : :
Anyone anyon Anyone
else els else
find find find
it it it
ironic iron ironic
that that that
in in in
the the the
weekend weekend weekend
- - -
and and and
- - -
a a a
- - -
night night night
MSF msf MSF
class class class
, , ,
they they they
don don don
' ' '
t t t
mention mention mention
countersteering counterst countersteering
until until until
after after after
the the the
first first first
day day day
of of of
riding ride rid
? ? ?
- - -
- - -
- - -
- - -
- - -
Tommy tommi Tommy
McGuire mcguir McGuire
, , ,
who who who
' ' '
s s s
going go go
to to to
hit hit hit
his his his
head head head
on on on
door door door
frames frame frame
the the the
rest rest rest
of of of
the the the
evening even evening
, , ,
leaning lean lean
into into into
those those those
tight tight tight
turns turn turn
. . .
. . .
. . .
. . .
mcguire mcguir mcguire
@ @ @
cs cs c
. . .
utexas utexa utexas
. . .
edu edu edu
mcguire mcguir mcguire
@ @ @
austin austin austin
. . .
ibm ibm ibm
. . .
com com com
" " "
. . .
. . .
. . .
I i I
will will will
append append append
an an an
appropriate appropri appropriate
