From from From
: : :
doc doc doc
@ @ @
webrider webrid webrider
. . .
central central central
. . .
sun sun sun
. . .
com com com
( ( (
Steve steve Steve
Bunis buni Bunis
SE se SE
Southwest southwest Southwest
Chicago chicago Chicago
) ) )
Subject subject Subject
: : :
Cobra cobra Cobra
Locks lock Locks
Organization organ Organization
: : :
Sun sun Sun
Microsystems microsystem Microsystems
, , ,
Inc inc Inc
. . .
Lines line Lines
: : :
27 27 27
Distribution distribut Distribution
: : :
usa usa usa
Reply repli Reply
- - -
To to To
: : :
doc doc doc
@ @ @
webrider webrid webrider
. . .
central central central
. . .
sun sun sun
. . .
com com com
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
webrider webrid webrider
. . .
central central central
. . .
sun sun sun
. . .
com com com
I i I
was was be
posting post post
to to to
Alt alt Alt
. . .
locksmithing locksmith locksmithing
about about about
the the the
best best best
methods method method
for for for
securing secur secure
a a a
motorcycle motorcycl motorcycle
. . .
I i I
got got get
several sever several
responses respons response
referring refer refer
to to to
the the the
Cobra cobra Cobra
Lock lock Lock
( ( (
described describ describe
below below below
) ) )
. . .
Has has Has
anyone anyon anyone
come come come
across across across
a a a
store store store
carrying carri carry
this this this
lock lock lock
in in in
the the the
Chicago chicago Chicago
area area area
? ? ?
Any ani Any
other other other
feedback feedback feedback
from from from
someone someon someone
who who who
has has have
used use use
this this this
? ? ?
Thanks thank Thanks
for for for
any ani any
info info info
. . .
, , ,
Steve steve Steve
In in In
article articl article
1 1 1
r r r
1534 1534 1534
INNraj innraj INNraj
@ @ @
shelley shelley shelley
. . .
u u u
. . .
washington washington washington
. . .
edu edu edu
, , ,
basiji basiji basiji
@ @ @
stein stein stein
. . .
u u u
. . .
washington washington washington
. . .
edu edu edu
( ( (
David david David
Basiji basiji Basiji
) ) )
writes write write
: : :
> > >
> > >
Incidentally incident Incidentally
, , ,
the the the
best best best
lock lock lock
I i I
' ' '
ve ve ve
found found find
for for for
bikes bike bike
is is be
the the the
Cobra cobra Cobra
Lock lock Lock
. . .
> > >
It it It
' ' '
s s s
a a a
cable cabl cable
which which which
is is be
shrouded shroud shroud
by by by
an an an
articulated articul articulated
, , ,
hardened harden harden
steel steel steel
sleeve sleev sleeve
. . .
> > >
The the The
lock lock lock
itself itself itself
is is be
cylindrical cylindr cylindrical
and and and
the the the
locking lock locking
pawl pawl pawl
engages engag engage
the the the
joints joint joint
> > >
at at at
the the the
articulation articul articulation
points point point
so so so
the the the
chain chain chain
can can can
be be be
adjusted adjust adjust
( ( (
like like like
handcuffs handcuff handcuff
) ) )
. . .
> > >
You you You
can can can
' ' '
t t t
get get get
any ani any
leverage leverag leverage
on on on
the the the
lock lock lock
to to to
break break break
it it it
open open open
and and and
the the the
cylinder cylind cylinder
> > >
is is be
well well well
- - -
protected protect protect
. . .
I i I
wouldn wouldn wouldn
' ' '
t t t
want want want
to to to
cut cut cut
one one one
of of of
these these these
without without without
a a a
torch torch torch
> > >
and and and
/ / /
or or or
a a a
vice vice vice
and and and
heavy heavi heavy
duty duti duty
cutting cut cut
wheel wheel wheel
. . .
> > >
- - -
- - -
- - -
Steve steve Steve
Bunis buni Bunis
, , ,
Sun sun Sun
Microsystems microsystem Microsystems
* * *
* * *
* * *
DoD dod DoD
# # #
0795 0795 0795
* * *
* * *
* * *
93 93 93
- - -
ST st ST
1100 1100 1100
Itasca itasca Itasca
, , ,
IL il IL
* * *
* * *
* * *
AMA ama AMA
# # #
682049 682049 682049
* * *
* * *
* * *
78 78 78
- - -
KZ kz KZ
650 650 650
