From from From
: : :
egreen egreen egreen
@ @ @
east east east
. . .
sun sun sun
. . .
com com com
( ( (
Ed ed Ed
Green green Green
- - -
Pixel pixel Pixel
Cruncher cruncher Cruncher
) ) )
Subject subject Subject
: : :
Re re Re
: : :
Countersteering counterst Countersteering
_ _ _
FAQ faq FAQ
please pleas please
post post post
Organization organ Organization
: : :
Sun sun Sun
Microsystems microsystem Microsystems
, , ,
RTP rtp RTP
, , ,
NC nc NC
Lines line Lines
: : :
52 52 52
Distribution distribut Distribution
: : :
world world world
Reply repli Reply
- - -
To to To
: : :
egreen egreen egreen
@ @ @
east east east
. . .
sun sun sun
. . .
com com com
NNTP nntp NNTP
- - -
Posting post Posting
- - -
Host host Host
: : :
laser laser laser
. . .
east east east
. . .
sun sun sun
. . .
com com com
In in In
article articl article
734954875 734954875 734954875
@ @ @
zen zen zen
. . .
sys sys sys
. . .
uea uea uea
. . .
ac ac ac
. . .
uk uk uk
, , ,
mjs mjs mjs
@ @ @
sys sys sys
. . .
uea uea uea
. . .
ac ac ac
. . .
uk uk uk
( ( (
Mike mike Mike
Sixsmith sixsmith Sixsmith
) ) )
writes write write
: : :
> > >
> > >
Secondly second Secondly
, , ,
it it it
is is be
the the the
adhesion adhes adhesion
of of of
the the the
> > >
tyre tyre tyre
on on on
the the the
road road road
, , ,
the the the
suspension suspens suspension
geometry geometri geometry
and and and
the the the
ground ground ground
clearance clearanc clearance
of of of
the the the
> > >
motorcycle motorcycl motorcycle
which which which
dictate dictat dictate
how how how
quickly quick quickly
you you you
can can can
swerve swerv swerve
to to to
avoid avoid avoid
obstacles obstacl obstacle
, , ,
and and and
> > >
not not not
the the the
knowledge knowledg knowledge
of of of
physics physic physic
between between between
the the the
rider rider rider
' ' '
s s s
ears ear ear
. . .
Are are Are
you you you
seriously serious seriously
> > >
suggesting suggest suggest
that that that
countersteering counterst countersteering
knowledge knowledg knowledge
enables enabl enables
you you you
to to to
corner corner corner
faster faster faster
> > >
or or or
more more more
competentlY compet competentlY
than than than
you you you
could could could
manage manag manage
otherwise otherwis otherwise
? ? ?
? ? ?
If if If
he he he
' ' '
s s s
not not not
, , ,
I i I
will will will
. . .
Put put Put
two two two
riders rider rider
on on on
identical ident identical
machines machin machine
. . .
It it It
' ' '
s s s
the the the
one one one
who who who
knows know know
what what what
he he he
' ' '
s s s
doing do do
, , ,
and and and
why whi why
, , ,
that that that
will will will
be be be
faster faster faster
. . .
It it It
* * *
may may may
* * *
be be be
possible possibl possible
to to to
improve improv improve
your your your
technique techniqu technique
if if if
you you you
have have have
no no no
idea idea idea
what what what
it it it
is is be
, , ,
through through through
trial trial trial
and and and
error error error
, , ,
but but but
it it it
is is be
not not not
very veri very
effective effect effective
methodology methodolog methodology
. . .
Only onli Only
by by by
understanding understand understand
the the the
technique techniqu technique
of of of
steering steer steer
a a a
motorcycle motorcycl motorcycle
can can can
one one one
improve improv improve
on on on
that that that
technique techniqu technique
( ( (
I i I
hold hold hold
that that that
this this this
applies appli applies
to to to
any ani any
human human human
endeavor endeavor endeavor
) ) )
. . .
> > >
that that that
' ' '
s s s
all all all
it it it
is is be
- - -
an an an
interesting interest interesting
bit bit bit
of of of
knowledge knowledg knowledge
, , ,
and and and
to to to
claim claim claim
that that that
> > >
it it it
is is be
essential essenti essential
for for for
all all all
bikers biker bikers
to to to
know know know
it it it
, , ,
or or or
that that that
you you you
can can can
corner corner corner
faster faster faster
> > >
or or or
better better good
as as a
a a a
result result result
, , ,
is is be
absurd absurd absurd
. . .
Do do Do
you you you
consider consid consider
an an an
understanding understand understanding
of of of
the the the
physics physic physic
of of of
traction traction traction
absurd absurd absurd
? ? ?
Are are Are
you you you
seriously serious seriously
suggesting suggest suggest
that that that
one one one
can can can
form form form
a a a
traction traction traction
management manag management
policy polici policy
without without without
understanding understand understand
what what what
it it it
is is be
or or or
what what what
factors factor factor
increase increas increase
or or or
decrease decreas decrease
available avail available
traction traction traction
? ? ?
Braking brake Braking
? ? ?
It it It
is is be
highly high highly
unlikely unlik unlikely
that that that
any ani any
biker biker biker
is is be
going go go
to to to
develop develop develop
his his his
maximum maximum maximum
swerving swerv swerving
ability abil ability
without without without
any ani any
knowledge knowledg knowledge
of of of
turning turn turn
techniques techniqu technique
. . .
For for For
most most most
of of of
his his his
riding ride rid
life life life
this this this
may may may
not not not
be be be
a a a
problem problem problem
, , ,
but but but
in in in
an an an
emergency emerg emergency
situation situat situation
it it it
is is be
very veri very
definately defin definately
placing place place
him him him
at at at
a a a
disadvantage disadvantag disadvantage
. . .
> > >
But but But
by by by
including includ include
countersteering counterst countersteering
> > >
theory theori theory
in in in
newbie newbi newbie
courses cours course
we we we
are are be
confusing confus confuse
people peopl people
unnecessarily unnecessarili unnecessarily
, , ,
right right right
at at at
> > >
the the the
time time time
when when when
there there there
are are be
* * *
far far far
* * *
more more more
important import important
matters matter matter
for for for
them them them
to to to
learn learn learn
. . .
I i I
disagree disagre disagree
. . .
The the The
existance exist existance
and and and
immense immens immense
success success success
of of of
riding ride rid
courses cours course
which which which
teach teach teach
the the the
technique techniqu technique
indicate indic indicate
that that that
the the the
concept concept concept
can can can
be be be
taught taught teach
in in in
a a a
manner manner manner
that that that
is is be
neither neither neither
confusing confus confusing
, , ,
nor nor nor
detracts detract detracts
from from from
any ani any
other other other
aspects aspect aspect
of of of
the the the
course cours course
. . .
> > >
And and And
that that that
was was be
my my my
original origin original
point point point
. . .
Perhaps perhap Perhaps
, , ,
but but but
in in in
the the the
ensuing ensu ensue
discussion discuss discussion
, , ,
you you you
strayed stray stray
far far far
from from from
that that that
point point point
, , ,
to to to
claim claim claim
that that that
knowledge knowledg knowledge
of of of
steering steer steer
technique techniqu technique
is is be
irrelevant irrelev irrelevant
to to to
a a a
rider rider rider
' ' '
s s s
ability abil ability
. . .
I i I
find find find
this this this
assertion assert assertion
ludicrous ludicr ludicrous
. . .
- - -
- - -
- - -
Ed ed Ed
Green green Green
, , ,
former former former
Ninjaite ninjait Ninjaite
| | |
I i I
was was be
drinking drink drink
last last last
night night night
with with with
a a a
biker biker biker
, , ,
Ed ed Ed
. . .
Green green Green
@ @ @
East east East
. . .
Sun sun Sun
. . .
COM com COM
| | |
and and and
I i I
showed show show
him him him
a a a
picture pictur picture
of of of
you you you
. . .
I i I
said said say
, , ,
DoD dod DoD
# # #
0111 0111 0111
( ( (
919 919 919
) ) )
460 460 460
- - -
8302 8302 8302
| | |
" " "
Go go Go
on on on
, , ,
get get get
to to to
know know know
her her her
, , ,
you you you
' ' '
ll ll ll
like like like
her her her
! ! !
" " "
( ( (
The the The
Grateful grate Grateful
Dead dead Dead
) ) )
- - -
- - -
> > >
| | |
It it It
seemed seem seem
like like like
the the the
least least least
I i I
could could could
do do do
. . .
. . .
. . .
